"","RR10_BRN_FLT_WT_F1","RR10_BRN_FLT_WT_F3","RR10_BRN_FLT_WT_F5","RR10_BRN_FLT_WT_F7","RR10_BRN_GC_WT_G1","RR10_BRN_GC_WT_G3","RR10_BRN_GC_WT_G5","RR10_BRN_GC_WT_G7","RR10_BRN_GC_WT_G9"
"ENSMUSG00000116897",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116898",15,27,21,53,70,53,55,24,53
"ENSMUSG00000116899",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116900",0,0,0,1,0,0,0,0,0
"ENSMUSG00000116901",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116902",3,7,10,119,0,1,12,4,11
"ENSMUSG00000116903",97,104,117,141,475,340,266,169,169
"ENSMUSG00000116904",7,12,20,90,27,27,22,10,19
"ENSMUSG00000116905",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116906",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116907",0,1,1,0,0,0,0,0,0
"ENSMUSG00000116908",45,77,75,249,169,153,98,59,97
"ENSMUSG00000116909",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116910",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116911",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116912",0,0,0,0,2,2,1,0,0
"ENSMUSG00000116913",3,7,2,10,12,7,9,13,21
"ENSMUSG00000116914",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116915",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116916",0,0,0,0,2,0,1,0,0
"ENSMUSG00000116917",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116918",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116919",0,7,6,40,18,17,25,1,49
"ENSMUSG00000116920",0,1,0,0,1,0,0,0,0
"ENSMUSG00000116921",0,0,1,7,0,8,0,1,0
"ENSMUSG00000116922",0,0,0,0,0,0,1,0,0
"ENSMUSG00000116923",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116924",0,0,0,2,0,0,0,0,0
"ENSMUSG00000116925",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116926",6,0,1,3,6,7,0,1,0
"ENSMUSG00000116927",0,3,5,2,11,13,3,0,9
"ENSMUSG00000116928",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116929",1,0,0,0,0,0,0,0,0
"ENSMUSG00000116930",1,2,0,1,4,3,5,1,5
"ENSMUSG00000116931",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116932",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116933",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116934",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116935",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116936",1,0,0,0,1,4,0,0,0
"ENSMUSG00000116937",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116938",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116939",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116940",1,0,3,0,0,0,4,0,0
"ENSMUSG00000116941",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116942",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116943",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116944",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116945",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116946",17,21,4,35,2,3,8,6,20
"ENSMUSG00000116947",0,1,1,1,0,0,1,0,0
"ENSMUSG00000116948",2,2,0,0,5,10,0,0,8
"ENSMUSG00000116949",0,0,2,1,0,0,1,0,0
"ENSMUSG00000116950",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116951",4,3,0,0,21,40,7,16,15
"ENSMUSG00000116952",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116953",56,96,69,108,244,68,40,73,126
"ENSMUSG00000116954",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116955",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116956",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116957",0,0,4,5,3,12,1,4,3
"ENSMUSG00000116958",0,0,0,0,1,1,2,0,0
"ENSMUSG00000116959",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116960",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116961",0,0,0,2,0,0,0,0,0
"ENSMUSG00000116962",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116963",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116964",0,3,0,0,0,0,1,0,0
"ENSMUSG00000116965",41,48,33,58,0,1,9,22,54
"ENSMUSG00000116966",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116967",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116968",2,0,1,0,1,5,2,1,3
"ENSMUSG00000116969",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116970",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116971",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116972",7,1,12,15,3,15,42,10,29
"ENSMUSG00000116973",0,0,0,0,0,0,0,1,0
"ENSMUSG00000116974",3,3,1,6,17,5,14,2,8
"ENSMUSG00000116975",2,26,2,4,1,0,0,1,4
"ENSMUSG00000116976",0,0,2,0,0,4,0,1,4
"ENSMUSG00000116977",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116978",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116979",1,2,0,1,0,0,0,2,0
"ENSMUSG00000116980",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116981",0,0,3,13,0,8,2,2,0
"ENSMUSG00000116982",0,0,0,1,0,0,0,0,0
"ENSMUSG00000116983",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116984",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116985",0,0,0,0,0,0,0,1,0
"ENSMUSG00000116986",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116987",1,5,10,17,25,21,2,7,10
"ENSMUSG00000116988",0,0,1,1,0,1,0,0,2
"ENSMUSG00000116989",0,2,0,0,0,0,0,0,1
"ENSMUSG00000116990",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116991",0,3,0,4,2,4,1,0,0
"ENSMUSG00000116992",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116993",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116994",0,0,0,0,0,0,0,0,2
"ENSMUSG00000116995",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116996",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116997",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116998",0,0,0,0,0,0,0,0,0
"ENSMUSG00000116999",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117000",0,0,0,0,1,0,0,0,0
"ENSMUSG00000117001",1,0,0,3,0,1,0,0,0
"ENSMUSG00000117002",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117003",79,154,72,136,275,281,169,67,177
"ENSMUSG00000117004",15,35,27,32,25,29,38,15,51
"ENSMUSG00000117005",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117006",0,0,0,0,1,0,0,0,0
"ENSMUSG00000117007",7,3,0,13,8,1,3,9,4
"ENSMUSG00000117008",0,0,0,0,0,0,1,0,0
"ENSMUSG00000117009",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117010",0,2,0,0,1,3,0,0,0
"ENSMUSG00000117011",36,33,57,187,7,16,15,147,47
"ENSMUSG00000117012",0,0,1,0,0,0,0,0,0
"ENSMUSG00000117013",4,1,1,2,0,0,1,9,10
"ENSMUSG00000117014",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117015",0,0,1,3,2,4,1,1,2
"ENSMUSG00000117016",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117017",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117018",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117019",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117020",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117021",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117022",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117023",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117024",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117025",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117026",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117027",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117028",2,0,8,1,0,0,1,4,3
"ENSMUSG00000117029",0,0,0,0,5,6,5,1,0
"ENSMUSG00000117030",1,0,0,0,1,0,0,0,0
"ENSMUSG00000117031",0,0,2,3,1,0,0,0,0
"ENSMUSG00000117033",1,2,0,2,0,0,1,0,4
"ENSMUSG00000117035",0,1,0,2,0,0,0,1,0
"ENSMUSG00000117036",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117037",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117038",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117039",0,0,1,0,1,0,0,0,1
"ENSMUSG00000117040",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117041",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117042",53,72,65,166,117,121,101,53,116
"ENSMUSG00000117043",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117044",0,0,0,2,0,0,0,0,3
"ENSMUSG00000117045",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117046",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117047",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117048",1,0,4,0,0,4,0,0,0
"ENSMUSG00000117049",3,5,3,3,0,0,0,0,3
"ENSMUSG00000117050",1,3,0,2,2,8,5,0,4
"ENSMUSG00000117051",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117053",0,0,0,0,10,2,13,0,0
"ENSMUSG00000117054",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117055",1,4,0,1,2,0,3,0,7
"ENSMUSG00000117056",0,1,0,1,13,11,6,4,2
"ENSMUSG00000117057",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117058",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117059",0,0,0,0,1,1,0,0,0
"ENSMUSG00000117060",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117061",0,0,0,1,0,1,2,0,0
"ENSMUSG00000117062",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117063",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117064",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117065",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117066",0,3,2,0,0,1,0,2,7
"ENSMUSG00000117067",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117068",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117069",11,13,24,15,32,32,29,21,17
"ENSMUSG00000117070",5,10,3,14,15,3,4,5,16
"ENSMUSG00000117071",0,0,0,1,0,1,0,0,0
"ENSMUSG00000117072",0,0,1,0,0,0,0,0,1
"ENSMUSG00000117073",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117074",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117075",1,0,0,0,0,0,0,0,0
"ENSMUSG00000117076",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117077",0,0,0,0,0,0,1,0,0
"ENSMUSG00000117078",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117079",2,0,3,14,8,6,8,12,3
"ENSMUSG00000117080",2,1,4,8,5,8,5,4,6
"ENSMUSG00000117081",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117082",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117084",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117085",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117086",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117088",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117089",0,0,0,0,0,0,3,0,0
"ENSMUSG00000117090",0,0,2,0,0,0,0,0,0
"ENSMUSG00000117091",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117092",0,0,0,0,2,0,0,0,0
"ENSMUSG00000117093",19,52,59,169,35,29,45,31,91
"ENSMUSG00000117094",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117095",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117096",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117098",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117099",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117100",0,0,5,2,1,3,8,1,7
"ENSMUSG00000117101",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117102",11,3,26,74,0,7,11,7,26
"ENSMUSG00000117103",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117104",3,2,4,5,8,3,2,0,0
"ENSMUSG00000117105",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117106",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117107",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117108",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117109",0,0,0,0,0,0,0,0,2
"ENSMUSG00000117110",0,0,1,0,0,2,0,0,0
"ENSMUSG00000117111",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117112",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117113",38,77,105,210,151,134,140,39,131
"ENSMUSG00000117114",1,0,1,3,4,10,2,0,2
"ENSMUSG00000117115",0,0,0,0,0,0,0,1,1
"ENSMUSG00000117116",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117117",3,3,4,14,1,3,7,22,8
"ENSMUSG00000117118",0,0,0,0,0,0,0,1,0
"ENSMUSG00000117119",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117120",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117121",0,0,0,0,0,0,0,0,1
"ENSMUSG00000117122",0,0,0,0,0,1,0,0,0
"ENSMUSG00000117123",2,6,16,13,1,2,4,3,6
"ENSMUSG00000117124",0,0,0,0,1,0,0,1,1
"ENSMUSG00000117125",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117126",5,1,3,17,0,1,1,4,4
"ENSMUSG00000117127",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117128",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117129",0,0,0,0,0,0,0,0,1
"ENSMUSG00000117130",0,1,9,23,14,8,4,0,5
"ENSMUSG00000117131",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117132",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117133",0,0,0,2,0,0,0,0,0
"ENSMUSG00000117134",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117135",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117136",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117137",0,0,0,0,0,0,0,0,2
"ENSMUSG00000117138",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117139",1,5,0,2,0,0,1,0,2
"ENSMUSG00000117140",0,0,0,1,0,0,0,0,1
"ENSMUSG00000117141",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117142",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117143",0,0,0,3,0,0,0,0,0
"ENSMUSG00000117145",6,8,2,28,21,20,24,7,15
"ENSMUSG00000117146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117147",0,2,0,0,0,0,0,0,0
"ENSMUSG00000117148",0,0,0,0,0,0,0,0,1
"ENSMUSG00000117149",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117150",2,0,0,0,0,6,2,0,0
"ENSMUSG00000117151",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117154",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117156",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117157",0,0,1,0,4,2,6,0,0
"ENSMUSG00000117158",0,0,0,1,1,0,0,0,0
"ENSMUSG00000117159",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117160",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117161",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117162",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117163",0,0,0,5,0,0,0,0,0
"ENSMUSG00000117164",0,1,1,3,0,0,0,0,0
"ENSMUSG00000117165",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117166",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117167",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117168",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117169",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117170",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117171",73,76,89,220,105,86,85,81,112
"ENSMUSG00000117172",54,87,64,153,277,146,105,61,93
"ENSMUSG00000117174",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117175",2,0,0,0,0,0,0,0,1
"ENSMUSG00000117176",0,0,0,0,1,0,0,0,0
"ENSMUSG00000117177",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117178",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117179",0,0,1,1,1,0,0,0,0
"ENSMUSG00000117180",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117181",1,2,4,7,0,1,0,0,12
"ENSMUSG00000117182",1,3,2,3,3,1,5,3,2
"ENSMUSG00000117183",267,366,273,625,736,620,581,297,756
"ENSMUSG00000117184",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117185",13,9,3,15,3,5,8,12,22
"ENSMUSG00000117186",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117187",1,0,0,2,1,1,2,0,3
"ENSMUSG00000117188",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117189",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117190",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117191",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117192",0,0,0,0,0,1,0,0,1
"ENSMUSG00000117193",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117194",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117195",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117196",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117197",0,0,0,0,0,0,0,0,1
"ENSMUSG00000117198",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117199",1,0,5,1,3,4,5,1,3
"ENSMUSG00000117200",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117201",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117202",2,0,0,0,2,0,0,0,0
"ENSMUSG00000117203",0,0,1,0,0,0,0,0,2
"ENSMUSG00000117204",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117205",0,1,0,3,0,0,0,0,1
"ENSMUSG00000117206",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117207",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117208",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117209",0,0,0,0,0,0,0,1,0
"ENSMUSG00000117210",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117211",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117213",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117214",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117215",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117216",0,0,0,0,4,1,2,0,1
"ENSMUSG00000117217",0,0,0,1,1,0,0,0,0
"ENSMUSG00000117218",1,2,0,3,0,0,0,3,0
"ENSMUSG00000117219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117220",19,45,5,25,99,98,52,5,30
"ENSMUSG00000117221",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117222",8,0,1,21,1,2,9,22,22
"ENSMUSG00000117223",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117224",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117225",0,0,0,0,0,0,0,0,2
"ENSMUSG00000117226",0,1,2,3,0,0,0,0,0
"ENSMUSG00000117227",0,0,1,5,4,1,6,5,5
"ENSMUSG00000117228",0,0,6,11,0,0,1,1,1
"ENSMUSG00000117229",1,0,0,9,1,0,0,0,1
"ENSMUSG00000117230",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117231",8,9,2,10,4,10,6,1,10
"ENSMUSG00000117232",0,6,0,11,0,0,0,5,2
"ENSMUSG00000117233",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117234",198,318,345,502,967,930,747,370,768
"ENSMUSG00000117235",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117236",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117237",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117238",10,8,4,23,9,1,5,7,13
"ENSMUSG00000117239",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117241",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117243",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117244",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117245",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117246",8,15,4,6,32,33,24,5,12
"ENSMUSG00000117247",0,1,7,17,1,0,4,0,4
"ENSMUSG00000117248",0,1,0,0,2,0,0,0,2
"ENSMUSG00000117249",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117250",5,11,15,57,32,12,13,16,33
"ENSMUSG00000117251",2,0,0,0,4,0,0,0,1
"ENSMUSG00000117252",0,0,0,3,3,2,4,0,2
"ENSMUSG00000117253",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117254",26,15,56,73,0,1,8,7,18
"ENSMUSG00000117255",9,9,5,16,24,24,23,11,13
"ENSMUSG00000117256",0,1,0,4,0,0,0,0,0
"ENSMUSG00000117257",1,1,1,2,4,1,7,2,3
"ENSMUSG00000117258",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117259",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117260",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117262",0,0,0,0,0,0,1,0,1
"ENSMUSG00000117263",3,11,2,8,15,4,10,3,15
"ENSMUSG00000117264",1,5,1,1,7,2,1,2,1
"ENSMUSG00000117265",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117266",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117267",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117268",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117269",0,0,0,1,0,0,0,0,0
"ENSMUSG00000117270",0,0,2,5,0,1,0,0,1
"ENSMUSG00000117271",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117272",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117273",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117274",0,0,0,7,0,0,3,0,0
"ENSMUSG00000117275",2,2,0,4,4,0,5,0,4
"ENSMUSG00000117276",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117277",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117278",0,0,0,0,0,1,0,0,0
"ENSMUSG00000117279",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117280",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117281",0,0,0,1,0,0,0,0,1
"ENSMUSG00000117282",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117283",0,0,0,2,0,0,0,0,0
"ENSMUSG00000117284",535,571,522,1127,1618,1473,1219,593,1504
"ENSMUSG00000117285",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117286",638,864,1453,2342,196,237,664,1073,1794
"ENSMUSG00000117287",0,0,0,1,0,0,0,2,1
"ENSMUSG00000117288",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117289",3,1,7,8,9,6,3,11,7
"ENSMUSG00000117290",7,6,4,9,5,5,9,6,4
"ENSMUSG00000117291",0,0,0,0,0,0,0,1,0
"ENSMUSG00000117292",0,0,1,1,0,0,0,0,0
"ENSMUSG00000117293",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117294",23,13,23,49,22,25,32,19,42
"ENSMUSG00000117295",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117296",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117297",1,0,1,0,0,0,0,0,0
"ENSMUSG00000117298",0,0,0,0,0,0,0,0,1
"ENSMUSG00000117299",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117300",15,17,10,13,4,13,1,9,16
"ENSMUSG00000117301",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117302",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117303",6,3,3,15,21,11,4,17,7
"ENSMUSG00000117304",0,0,0,0,0,0,0,0,3
"ENSMUSG00000117305",0,0,0,0,0,1,0,0,0
"ENSMUSG00000117306",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117307",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117308",0,0,0,0,0,1,0,0,0
"ENSMUSG00000117309",0,0,0,2,0,0,0,1,0
"ENSMUSG00000117310",0,0,2,2,0,0,0,0,2
"ENSMUSG00000117311",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117312",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117313",6,28,24,34,10,16,26,1,51
"ENSMUSG00000117314",69,47,57,86,2,3,40,22,78
"ENSMUSG00000117315",0,0,4,1,0,1,0,4,3
"ENSMUSG00000117316",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117317",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117318",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117319",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117320",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117321",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117322",28,26,21,53,121,119,70,29,71
"ENSMUSG00000117323",0,0,0,0,0,2,0,0,1
"ENSMUSG00000117324",3,2,4,5,10,21,2,0,1
"ENSMUSG00000117325",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117326",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117328",0,0,0,2,0,0,0,0,0
"ENSMUSG00000117329",0,2,3,9,1,1,1,0,1
"ENSMUSG00000117330",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117331",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117332",4,7,29,26,9,9,18,3,12
"ENSMUSG00000117333",47,53,52,166,126,115,93,68,116
"ENSMUSG00000117334",3,0,0,0,2,0,0,0,0
"ENSMUSG00000117335",18,17,14,67,81,60,55,17,39
"ENSMUSG00000117336",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117337",0,0,0,8,0,0,0,5,1
"ENSMUSG00000117338",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117340",0,0,0,3,0,0,0,0,0
"ENSMUSG00000117341",4,4,5,7,25,12,11,1,18
"ENSMUSG00000117342",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117343",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117345",2,2,0,2,7,7,5,6,4
"ENSMUSG00000117346",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117347",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117348",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117349",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117350",0,2,2,15,4,30,29,0,6
"ENSMUSG00000117351",0,0,0,3,256,239,67,0,1
"ENSMUSG00000117352",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117353",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117354",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117355",0,0,1,1,1,0,0,0,0
"ENSMUSG00000117356",37,80,43,71,14,23,37,11,94
"ENSMUSG00000117357",0,0,0,0,0,0,0,0,0
"ENSMUSG00000117358",11,12,15,26,29,25,44,25,20
