"","Mouse_hippocampus_1-2","Mouse_hippocampus_11-12","Mouse_hippocampus_13-14","Mouse_hippocampus_15-16","Mouse_hippocampus_3-4","Mouse_hippocampus_5-6","Mouse_hippocampus_7-8","Mouse_hippocampus_9-10"
"ENSMUSG00000110953",0,0,0,0,0,0,0,0
"ENSMUSG00000110956",0,0,0,0,0,0,0,0
"ENSMUSG00000110957",0,0,1,0,1,1,0,0
"ENSMUSG00000110958",0,0,0,0,0,0,0,0
"ENSMUSG00000110959",1,0,3,0,0,1,0,0
"ENSMUSG00000110960",1,1,1,1,0,1,2,0
"ENSMUSG00000110962",0,1,1,4,2,4,6,1
"ENSMUSG00000110964",0,0,0,0,0,0,0,0
"ENSMUSG00000110966",0,1,0,0,0,0,0,1
"ENSMUSG00000110967",0,0,0,0,1,0,0,0
"ENSMUSG00000110968",0,0,0,0,0,0,0,0
"ENSMUSG00000110969",0,0,1,1,0,0,0,0
"ENSMUSG00000110970",0,0,0,1,0,0,0,0
"ENSMUSG00000110972",0,0,3,2,9,0,0,0
"ENSMUSG00000110973",0,0,0,0,0,0,0,0
"ENSMUSG00000110976",1,0,0,0,0,0,0,0
"ENSMUSG00000110977",0,0,0,1,0,0,0,0
"ENSMUSG00000110978",0,0,0,0,0,0,0,0
"ENSMUSG00000110980",49,58,48,58,58,52,99,36
"ENSMUSG00000110981",0,0,2,0,0,2,0,0
"ENSMUSG00000110982",4,1,4,3,2,2,2,2
"ENSMUSG00000110983",0,0,0,0,0,0,0,0
"ENSMUSG00000110984",2,4,1,6,4,2,1,2
"ENSMUSG00000110985",0,0,0,0,0,0,0,0
"ENSMUSG00000110986",7,6,10,3,3,10,0,3
"ENSMUSG00000110987",0,0,0,0,0,0,0,0
"ENSMUSG00000110988",0,0,1,0,0,0,0,0
"ENSMUSG00000110989",0,1,0,0,0,0,0,0
"ENSMUSG00000110991",0,0,0,0,0,0,0,0
"ENSMUSG00000110992",0,0,0,0,0,0,0,0
"ENSMUSG00000110993",15,9,27,17,17,16,1,12
"ENSMUSG00000110995",0,0,0,0,0,0,0,0
"ENSMUSG00000110996",32,11,53,51,14,28,63,39
"ENSMUSG00000110997",10,7,7,5,8,5,0,1
"ENSMUSG00000110998",0,0,0,0,0,0,0,0
"ENSMUSG00000110999",0,0,0,0,0,0,0,0
"ENSMUSG00000111000",20,19,22,19,26,23,7,19
"ENSMUSG00000111001",2,1,1,2,0,1,4,1
"ENSMUSG00000111002",0,0,0,2,0,0,0,1
"ENSMUSG00000111003",2,0,0,0,2,0,1,2
"ENSMUSG00000111004",1,0,3,10,2,4,0,3
"ENSMUSG00000111005",0,0,0,0,0,0,0,0
"ENSMUSG00000111006",4,3,2,7,2,3,0,3
"ENSMUSG00000111008",0,0,0,0,0,0,0,0
"ENSMUSG00000111010",0,0,0,0,0,0,0,0
"ENSMUSG00000111012",0,0,0,0,1,2,4,0
"ENSMUSG00000111013",3,3,14,16,16,19,18,12
"ENSMUSG00000111014",2,0,0,0,0,0,1,0
"ENSMUSG00000111015",0,0,0,0,0,0,0,0
"ENSMUSG00000111016",0,0,0,0,0,0,0,0
"ENSMUSG00000111017",1,3,8,5,3,4,0,3
"ENSMUSG00000111018",0,0,0,0,0,0,0,0
"ENSMUSG00000111019",3,0,0,0,0,2,0,1
"ENSMUSG00000111020",24,21,19,23,29,14,14,16
"ENSMUSG00000111021",0,0,1,0,0,0,0,0
"ENSMUSG00000111022",4,2,0,3,4,4,0,1
"ENSMUSG00000111023",0,0,0,0,0,0,0,2
"ENSMUSG00000111025",0,0,0,0,0,0,0,0
"ENSMUSG00000111027",1,3,2,3,3,1,0,2
"ENSMUSG00000111028",3,2,0,6,5,4,2,2
"ENSMUSG00000111029",0,0,0,0,0,0,0,0
"ENSMUSG00000111030",1,2,2,2,2,1,0,2
"ENSMUSG00000111031",0,0,0,0,0,0,0,0
"ENSMUSG00000111032",0,0,0,0,0,0,0,0
"ENSMUSG00000111033",0,0,0,0,0,0,0,0
"ENSMUSG00000111034",0,0,0,0,0,1,0,0
"ENSMUSG00000111035",0,0,0,0,0,0,0,0
"ENSMUSG00000111036",0,0,1,0,2,0,0,1
"ENSMUSG00000111037",2,3,6,3,5,2,6,2
"ENSMUSG00000111039",0,0,1,0,0,1,0,1
"ENSMUSG00000111041",0,0,0,0,0,0,0,0
"ENSMUSG00000111042",0,0,0,0,0,0,0,0
"ENSMUSG00000111043",0,0,0,0,0,0,0,0
"ENSMUSG00000111044",0,0,0,0,0,0,0,0
"ENSMUSG00000111045",0,0,0,0,0,0,0,0
"ENSMUSG00000111046",0,0,0,0,0,0,0,0
"ENSMUSG00000111047",0,0,0,0,0,0,0,0
"ENSMUSG00000111048",0,0,0,0,0,0,0,0
"ENSMUSG00000111049",0,0,0,0,0,0,0,0
"ENSMUSG00000111050",0,0,0,0,1,0,0,1
"ENSMUSG00000111051",0,0,0,0,0,0,0,0
"ENSMUSG00000111052",0,0,2,0,0,0,0,0
"ENSMUSG00000111053",0,0,0,0,0,0,0,0
"ENSMUSG00000111054",0,0,2,2,0,0,0,0
"ENSMUSG00000111055",16,8,12,16,18,9,6,8
"ENSMUSG00000111056",0,0,0,0,0,0,0,0
"ENSMUSG00000111057",0,0,1,0,0,0,0,0
"ENSMUSG00000111058",13,3,10,5,12,6,5,7
"ENSMUSG00000111059",1,0,0,0,0,0,0,1
"ENSMUSG00000111060",0,0,0,0,0,0,0,0
"ENSMUSG00000111061",1,1,0,1,0,0,0,0
"ENSMUSG00000111062",0,1,0,0,0,0,0,0
"ENSMUSG00000111063",50,36,58,96,62,57,9,43
"ENSMUSG00000111064",0,0,0,0,0,0,0,0
"ENSMUSG00000111065",1,1,0,0,0,0,0,1
"ENSMUSG00000111066",0,0,1,1,1,0,0,1
"ENSMUSG00000111067",4,3,5,4,6,9,0,1
"ENSMUSG00000111068",2,6,2,5,6,4,1,0
"ENSMUSG00000111069",2,0,2,2,2,2,0,3
"ENSMUSG00000111070",0,0,2,0,0,0,0,0
"ENSMUSG00000111071",0,0,0,0,0,0,0,0
"ENSMUSG00000111072",0,0,0,0,0,0,0,0
"ENSMUSG00000111073",0,0,0,0,0,0,0,0
"ENSMUSG00000111074",0,0,0,0,0,0,0,0
"ENSMUSG00000111075",0,0,0,0,0,0,0,0
"ENSMUSG00000111077",0,0,2,0,0,1,0,2
"ENSMUSG00000111078",0,0,0,0,1,0,0,0
"ENSMUSG00000111079",5,4,5,7,9,2,0,4
"ENSMUSG00000111080",1463,830,1932,2221,1880,1592,125,1353
"ENSMUSG00000111081",0,0,0,0,0,0,0,0
"ENSMUSG00000111082",6,11,14,10,12,20,16,7
"ENSMUSG00000111083",0,0,0,0,0,0,0,0
"ENSMUSG00000111084",0,0,1,0,0,1,0,0
"ENSMUSG00000111085",0,0,1,0,0,0,0,0
"ENSMUSG00000111086",0,0,1,0,0,0,0,1
"ENSMUSG00000111087",0,0,1,0,1,0,0,0
"ENSMUSG00000111088",15,10,12,10,19,17,17,13
"ENSMUSG00000111089",0,0,2,3,3,6,10,4
"ENSMUSG00000111090",10,8,16,13,9,8,0,5
"ENSMUSG00000111091",0,0,0,0,0,0,0,0
"ENSMUSG00000111092",6,4,22,10,3,11,0,5
"ENSMUSG00000111093",0,0,0,0,0,0,0,0
"ENSMUSG00000111094",7,5,4,10,12,6,17,2
"ENSMUSG00000111095",0,0,0,0,0,0,0,0
"ENSMUSG00000111096",0,0,0,0,0,0,0,0
"ENSMUSG00000111097",0,1,1,4,3,0,0,1
"ENSMUSG00000111098",0,0,1,0,0,0,1,0
"ENSMUSG00000111100",0,0,0,0,0,0,0,0
"ENSMUSG00000111102",0,0,0,0,0,0,0,0
"ENSMUSG00000111103",1,1,2,3,1,1,4,1
"ENSMUSG00000111104",0,0,0,0,0,0,0,0
"ENSMUSG00000111105",0,0,0,0,0,0,0,0
"ENSMUSG00000111106",0,0,0,0,0,0,0,0
"ENSMUSG00000111107",0,0,7,3,0,1,0,2
"ENSMUSG00000111108",0,0,0,0,0,0,0,0
"ENSMUSG00000111109",0,0,0,0,0,0,0,0
"ENSMUSG00000111110",43,19,62,53,30,48,31,24
"ENSMUSG00000111111",0,0,0,0,0,0,0,0
"ENSMUSG00000111112",0,0,0,0,0,0,0,0
"ENSMUSG00000111114",0,0,0,0,0,0,0,0
"ENSMUSG00000111115",2,0,0,0,0,0,0,2
"ENSMUSG00000111116",1,0,0,0,0,0,0,0
"ENSMUSG00000111117",5,2,2,8,9,2,2,7
"ENSMUSG00000111118",29,14,57,52,28,29,2,38
"ENSMUSG00000111119",0,0,0,0,0,0,0,0
"ENSMUSG00000111120",0,0,0,0,0,0,0,0
"ENSMUSG00000111121",0,0,0,0,0,0,0,0
"ENSMUSG00000111122",0,0,0,0,1,0,0,3
"ENSMUSG00000111124",0,0,0,0,0,0,0,0
"ENSMUSG00000111126",0,1,1,0,0,3,0,0
"ENSMUSG00000111127",0,0,0,0,0,0,0,0
"ENSMUSG00000111128",249,171,296,332,299,247,68,222
"ENSMUSG00000111129",0,0,0,0,0,0,0,0
"ENSMUSG00000111131",2,2,4,5,4,11,0,5
"ENSMUSG00000111132",0,0,0,0,0,0,0,0
"ENSMUSG00000111133",0,0,0,0,0,0,0,0
"ENSMUSG00000111135",0,0,0,0,0,0,0,0
"ENSMUSG00000111137",0,0,0,0,0,0,0,0
"ENSMUSG00000111139",0,0,0,0,0,0,0,0
"ENSMUSG00000111141",0,0,0,0,0,0,0,0
"ENSMUSG00000111142",0,0,0,0,0,0,0,1
"ENSMUSG00000111143",1,4,2,1,1,2,0,2
"ENSMUSG00000111144",0,0,0,0,0,1,2,0
"ENSMUSG00000111146",0,0,0,0,0,0,0,0
"ENSMUSG00000111147",8,10,10,12,17,22,6,11
"ENSMUSG00000111148",0,0,1,0,1,0,1,0
"ENSMUSG00000111149",4,4,3,2,3,7,1,1
"ENSMUSG00000111151",1,2,0,0,2,1,1,1
"ENSMUSG00000111152",0,0,0,0,0,0,0,0
"ENSMUSG00000111153",0,0,0,0,0,0,0,0
"ENSMUSG00000111154",0,0,0,0,0,0,0,0
"ENSMUSG00000111155",2,1,1,0,0,0,0,6
"ENSMUSG00000111156",0,0,0,0,0,0,0,0
"ENSMUSG00000111157",0,0,0,1,1,1,0,0
"ENSMUSG00000111159",0,0,0,0,0,0,0,0
"ENSMUSG00000111160",3,3,4,0,5,6,0,0
"ENSMUSG00000111161",0,0,2,0,0,1,0,0
"ENSMUSG00000111162",0,0,0,0,0,0,0,0
"ENSMUSG00000111163",18,16,16,36,31,21,6,24
"ENSMUSG00000111164",0,0,0,0,0,0,0,0
"ENSMUSG00000111165",0,1,0,1,0,0,0,1
"ENSMUSG00000111166",0,0,0,0,0,0,0,0
"ENSMUSG00000111167",0,0,0,1,0,1,0,0
"ENSMUSG00000111168",0,0,0,0,0,0,0,0
"ENSMUSG00000111169",2,1,1,0,2,2,1,2
"ENSMUSG00000111171",3,3,4,3,1,6,0,1
"ENSMUSG00000111172",3,2,0,1,2,4,3,3
"ENSMUSG00000111173",0,0,0,0,0,0,0,0
"ENSMUSG00000111174",0,0,0,0,0,0,0,0
"ENSMUSG00000111175",0,0,0,0,0,0,0,0
"ENSMUSG00000111176",0,0,0,0,0,0,0,0
"ENSMUSG00000111177",0,0,0,0,0,0,0,0
"ENSMUSG00000111179",0,0,0,0,0,0,0,0
"ENSMUSG00000111180",0,1,2,1,2,3,0,1
"ENSMUSG00000111181",0,0,0,0,0,0,0,0
"ENSMUSG00000111182",0,0,0,0,0,1,0,0
"ENSMUSG00000111183",0,0,0,0,0,0,0,0
"ENSMUSG00000111184",0,0,0,0,0,0,0,0
"ENSMUSG00000111186",0,0,0,0,0,0,2,0
"ENSMUSG00000111188",0,0,0,0,0,0,0,0
"ENSMUSG00000111189",1,2,0,1,2,0,1,0
"ENSMUSG00000111190",0,0,0,0,0,0,0,0
"ENSMUSG00000111191",0,0,0,0,0,0,0,0
"ENSMUSG00000111192",0,0,2,1,0,1,0,0
"ENSMUSG00000111193",1,3,3,0,1,3,0,1
"ENSMUSG00000111194",1,1,1,0,0,1,0,1
"ENSMUSG00000111195",0,0,1,0,1,0,0,0
"ENSMUSG00000111196",0,0,0,0,0,0,0,0
"ENSMUSG00000111197",0,0,1,0,4,2,0,0
"ENSMUSG00000111198",0,0,0,0,0,0,0,0
"ENSMUSG00000111199",0,0,0,0,0,0,0,0
"ENSMUSG00000111200",0,0,0,1,0,0,0,0
"ENSMUSG00000111201",0,0,0,0,0,0,0,0
"ENSMUSG00000111202",0,0,0,0,1,1,0,0
"ENSMUSG00000111203",0,1,1,0,0,1,0,0
"ENSMUSG00000111204",0,1,0,0,0,0,0,1
"ENSMUSG00000111205",2,2,1,0,1,2,1,0
"ENSMUSG00000111207",0,0,0,0,0,0,0,0
"ENSMUSG00000111208",0,0,0,0,0,0,0,0
"ENSMUSG00000111209",0,0,0,0,0,0,0,0
"ENSMUSG00000111210",0,0,0,0,1,1,0,1
"ENSMUSG00000111211",1,1,0,2,0,1,0,0
"ENSMUSG00000111212",4,10,9,5,12,11,0,8
"ENSMUSG00000111213",0,0,0,0,0,0,0,0
"ENSMUSG00000111215",1,1,0,1,0,0,0,1
"ENSMUSG00000111216",0,0,0,0,0,0,0,0
"ENSMUSG00000111217",0,0,0,0,0,0,0,0
"ENSMUSG00000111218",0,0,0,0,0,0,0,0
"ENSMUSG00000111219",5,1,3,3,2,8,0,4
"ENSMUSG00000111221",2,2,3,1,7,0,1,1
"ENSMUSG00000111222",0,0,0,0,0,0,0,0
"ENSMUSG00000111223",1,0,2,1,0,0,0,0
"ENSMUSG00000111224",1,0,0,0,0,0,0,0
"ENSMUSG00000111225",0,0,0,0,0,0,0,0
"ENSMUSG00000111227",3,2,6,3,6,2,0,1
"ENSMUSG00000111228",0,0,2,1,0,1,3,5
"ENSMUSG00000111229",12,7,17,14,10,9,9,9
"ENSMUSG00000111231",0,0,0,0,0,0,0,0
"ENSMUSG00000111232",0,1,1,0,2,0,3,0
"ENSMUSG00000111233",0,0,0,0,0,0,0,0
"ENSMUSG00000111234",0,0,0,0,0,0,0,0
"ENSMUSG00000111235",4,0,3,3,2,0,1,0
"ENSMUSG00000111236",12,3,10,11,16,10,8,11
"ENSMUSG00000111238",0,0,0,0,0,0,0,0
"ENSMUSG00000111239",0,0,0,0,0,0,0,0
"ENSMUSG00000111240",0,0,0,0,0,0,0,0
"ENSMUSG00000111241",3,1,4,2,2,0,0,3
"ENSMUSG00000111242",0,0,0,0,0,0,0,0
"ENSMUSG00000111243",0,0,0,0,1,1,0,0
"ENSMUSG00000111244",0,0,1,0,2,0,0,1
"ENSMUSG00000111245",0,0,0,0,0,0,0,0
"ENSMUSG00000111246",18,24,17,35,40,19,28,14
"ENSMUSG00000111248",0,0,0,0,0,0,0,0
"ENSMUSG00000111249",0,0,0,0,0,0,0,0
"ENSMUSG00000111250",0,1,2,0,0,0,0,0
"ENSMUSG00000111251",0,0,0,0,0,0,0,0
"ENSMUSG00000111252",0,0,1,0,0,1,0,0
"ENSMUSG00000111253",2,0,0,0,3,0,1,0
"ENSMUSG00000111254",3,5,5,2,4,2,2,2
"ENSMUSG00000111256",0,0,0,0,0,0,0,0
"ENSMUSG00000111257",0,0,0,0,0,0,0,1
"ENSMUSG00000111258",0,0,0,0,0,0,0,0
"ENSMUSG00000111259",0,0,0,0,0,0,0,0
"ENSMUSG00000111260",0,0,0,0,0,0,0,0
"ENSMUSG00000111262",0,0,0,0,0,0,0,0
"ENSMUSG00000111263",0,0,0,0,0,0,0,0
"ENSMUSG00000111264",11,12,14,20,20,12,0,25
"ENSMUSG00000111265",0,1,0,2,0,3,0,2
"ENSMUSG00000111266",1,0,0,0,0,0,0,0
"ENSMUSG00000111267",0,0,0,0,0,0,0,0
"ENSMUSG00000111268",0,0,0,0,0,0,0,0
"ENSMUSG00000111269",0,0,0,0,0,0,0,0
"ENSMUSG00000111270",0,0,0,0,0,0,0,0
"ENSMUSG00000111271",1,1,2,0,0,1,0,1
"ENSMUSG00000111272",10,7,5,10,8,12,0,9
"ENSMUSG00000111273",0,0,0,0,0,0,0,0
"ENSMUSG00000111274",1,0,0,0,0,1,0,0
"ENSMUSG00000111275",0,0,0,0,0,0,0,0
"ENSMUSG00000111276",0,0,0,0,0,0,0,0
"ENSMUSG00000111278",0,0,0,1,0,1,0,0
"ENSMUSG00000111280",1,0,4,2,0,2,3,2
"ENSMUSG00000111281",0,0,0,0,0,0,0,0
"ENSMUSG00000111282",0,0,0,0,0,0,0,0
"ENSMUSG00000111283",0,0,1,0,1,2,0,1
"ENSMUSG00000111284",1,0,0,1,0,2,0,1
"ENSMUSG00000111285",0,0,0,0,0,0,0,0
"ENSMUSG00000111286",0,0,0,0,0,0,0,0
"ENSMUSG00000111290",0,0,0,0,0,0,0,0
"ENSMUSG00000111291",89,75,145,144,123,124,23,111
"ENSMUSG00000111292",1,3,6,3,5,3,0,5
"ENSMUSG00000111293",24,11,28,22,24,16,78,19
"ENSMUSG00000111294",0,0,0,0,0,0,0,0
"ENSMUSG00000111295",0,0,0,0,0,0,0,0
"ENSMUSG00000111296",0,0,0,0,2,0,0,0
"ENSMUSG00000111297",0,0,0,0,0,0,0,0
"ENSMUSG00000111298",0,0,0,0,0,0,0,0
"ENSMUSG00000111299",0,0,0,0,0,0,0,0
"ENSMUSG00000111300",0,0,0,0,0,0,0,0
"ENSMUSG00000111301",1,0,2,1,1,1,0,1
"ENSMUSG00000111302",0,0,0,0,0,0,0,0
"ENSMUSG00000111303",0,0,0,0,1,0,0,0
"ENSMUSG00000111304",0,0,0,0,0,0,0,0
"ENSMUSG00000111305",0,0,0,0,0,0,0,0
"ENSMUSG00000111306",0,0,0,0,0,0,0,0
"ENSMUSG00000111308",4,1,1,4,3,4,0,0
"ENSMUSG00000111309",0,0,0,0,0,0,0,0
"ENSMUSG00000111310",0,0,0,0,0,0,0,0
"ENSMUSG00000111312",23,17,13,18,25,6,33,8
"ENSMUSG00000111313",0,1,1,1,1,1,0,2
"ENSMUSG00000111315",0,0,0,0,0,0,0,0
"ENSMUSG00000111316",0,0,0,0,0,0,0,0
"ENSMUSG00000111317",0,0,0,0,0,0,0,0
"ENSMUSG00000111318",0,0,0,0,0,0,0,0
"ENSMUSG00000111320",0,0,0,0,0,0,0,0
"ENSMUSG00000111322",0,0,0,0,0,0,0,0
"ENSMUSG00000111323",1,3,1,2,2,1,0,3
"ENSMUSG00000111324",2,1,2,0,1,1,0,1
"ENSMUSG00000111325",4,7,17,13,15,10,0,10
"ENSMUSG00000111326",0,0,0,0,0,0,0,0
"ENSMUSG00000111327",0,0,0,0,0,0,0,0
"ENSMUSG00000111329",22,21,25,20,27,24,40,19
"ENSMUSG00000111330",0,0,0,0,0,0,0,0
"ENSMUSG00000111333",0,0,0,0,0,0,0,0
"ENSMUSG00000111334",4,8,7,14,15,6,22,7
"ENSMUSG00000111335",0,0,0,0,0,0,0,0
"ENSMUSG00000111336",6,6,5,5,11,12,34,7
"ENSMUSG00000111337",0,0,0,0,0,1,0,0
"ENSMUSG00000111338",0,0,0,0,0,0,0,0
"ENSMUSG00000111339",0,0,0,0,0,0,0,0
"ENSMUSG00000111340",10,4,26,24,35,39,0,20
"ENSMUSG00000111341",2,0,1,0,1,1,0,1
"ENSMUSG00000111342",0,1,0,1,1,0,0,0
"ENSMUSG00000111343",9,8,10,14,7,5,28,11
"ENSMUSG00000111344",0,0,0,0,0,0,0,0
"ENSMUSG00000111345",3,1,5,4,6,2,0,7
"ENSMUSG00000111346",0,0,0,0,0,0,0,0
"ENSMUSG00000111348",63,38,57,64,68,63,166,71
"ENSMUSG00000111349",0,1,0,1,1,0,0,0
"ENSMUSG00000111350",0,1,0,0,0,1,0,1
"ENSMUSG00000111351",1,0,0,0,0,0,0,0
"ENSMUSG00000111352",1,0,0,0,0,0,0,0
"ENSMUSG00000111353",0,0,0,2,1,0,0,2
"ENSMUSG00000111354",1,0,2,0,0,0,0,2
"ENSMUSG00000111355",2,0,1,2,0,0,0,0
"ENSMUSG00000111356",2,3,2,3,2,0,2,3
"ENSMUSG00000111357",2,0,3,0,4,1,1,0
"ENSMUSG00000111358",8,3,4,4,5,5,0,2
"ENSMUSG00000111359",0,0,0,0,0,0,0,0
"ENSMUSG00000111360",7,6,6,6,10,6,5,7
"ENSMUSG00000111361",0,0,4,6,3,1,0,1
"ENSMUSG00000111362",0,0,0,0,1,2,0,1
"ENSMUSG00000111363",1,0,0,0,0,0,0,1
"ENSMUSG00000111364",0,0,2,0,0,1,0,2
"ENSMUSG00000111365",2,3,2,6,4,4,1,4
"ENSMUSG00000111366",0,0,0,0,0,0,0,0
"ENSMUSG00000111368",0,0,0,0,0,0,0,0
"ENSMUSG00000111369",1,0,1,1,8,7,2,6
"ENSMUSG00000111371",0,0,0,0,0,0,0,0
"ENSMUSG00000111373",0,0,0,0,0,0,0,0
"ENSMUSG00000111374",71,52,92,94,107,66,1,63
"ENSMUSG00000111375",2969,2131,3394,4088,4205,2994,278,2701
"ENSMUSG00000111376",0,0,0,0,1,1,0,1
"ENSMUSG00000111377",0,0,0,0,0,0,0,1
"ENSMUSG00000111378",0,0,0,3,0,0,0,0
"ENSMUSG00000111379",1,1,0,0,3,0,0,4
"ENSMUSG00000111380",2,1,2,0,1,2,0,0
"ENSMUSG00000111381",0,0,0,0,0,0,0,0
"ENSMUSG00000111382",0,0,0,0,0,0,0,1
"ENSMUSG00000111383",0,0,1,0,0,0,0,0
"ENSMUSG00000111384",0,0,0,0,0,0,0,0
"ENSMUSG00000111386",0,0,0,0,0,0,0,0
"ENSMUSG00000111387",0,0,0,0,0,0,0,0
"ENSMUSG00000111388",11,4,4,7,4,3,30,11
"ENSMUSG00000111389",0,1,0,0,1,0,0,0
"ENSMUSG00000111390",48,19,61,31,43,34,0,26
"ENSMUSG00000111394",107,89,174,147,154,138,48,96
"ENSMUSG00000111395",0,0,0,0,0,2,1,0
"ENSMUSG00000111396",0,0,0,0,0,0,0,0
"ENSMUSG00000111397",0,0,0,0,0,0,0,0
"ENSMUSG00000111398",0,0,0,1,0,0,0,0
"ENSMUSG00000111399",0,0,1,4,0,3,2,3
"ENSMUSG00000111400",0,1,1,1,1,0,1,1
"ENSMUSG00000111403",0,0,0,0,0,0,0,0
"ENSMUSG00000111404",0,0,0,0,0,0,0,0
"ENSMUSG00000111405",0,0,0,0,0,0,0,0
"ENSMUSG00000111406",0,0,0,0,0,0,0,0
"ENSMUSG00000111409",1,0,2,1,1,2,1,3
"ENSMUSG00000111410",0,0,0,0,0,0,0,0
"ENSMUSG00000111411",0,0,0,0,0,0,0,0
"ENSMUSG00000111412",0,0,1,1,1,1,0,2
"ENSMUSG00000111413",0,0,0,0,0,0,0,0
"ENSMUSG00000111414",1,1,3,1,1,0,0,3
"ENSMUSG00000111415",0,1,3,1,2,0,1,0
"ENSMUSG00000111416",0,0,0,0,0,0,0,0
"ENSMUSG00000111417",1,0,0,0,0,1,2,0
"ENSMUSG00000111418",0,0,0,0,0,0,0,0
"ENSMUSG00000111419",0,0,0,0,0,1,0,0
"ENSMUSG00000111420",0,0,0,0,0,0,0,0
"ENSMUSG00000111421",1,1,4,0,1,0,0,0
"ENSMUSG00000111422",0,0,0,2,0,0,0,0
"ENSMUSG00000111423",0,0,0,0,0,0,0,0
"ENSMUSG00000111424",0,5,1,4,2,3,0,2
"ENSMUSG00000111425",1,0,0,1,1,0,0,0
"ENSMUSG00000111426",0,0,0,0,0,0,0,0
"ENSMUSG00000111427",0,0,0,0,0,0,0,0
"ENSMUSG00000111428",0,0,0,0,0,0,0,0
"ENSMUSG00000111429",0,2,1,0,0,1,0,1
"ENSMUSG00000111430",0,0,0,0,0,0,0,0
"ENSMUSG00000111431",0,0,0,0,0,0,0,0
"ENSMUSG00000111432",0,0,0,0,0,0,0,0
"ENSMUSG00000111433",0,0,0,0,0,0,0,0
"ENSMUSG00000111434",1,3,0,1,1,2,1,2
"ENSMUSG00000111435",1,0,0,0,0,0,0,1
"ENSMUSG00000111436",0,0,1,0,0,0,0,0
"ENSMUSG00000111437",0,0,0,1,0,0,0,0
"ENSMUSG00000111438",0,0,0,0,0,0,0,0
"ENSMUSG00000111439",0,0,1,0,0,0,0,0
"ENSMUSG00000111440",0,0,0,0,0,0,0,0
"ENSMUSG00000111441",0,0,0,0,0,0,0,0
"ENSMUSG00000111442",3,0,0,0,1,1,0,0
"ENSMUSG00000111443",25,19,24,12,36,16,2,29
"ENSMUSG00000111444",0,0,0,0,0,0,0,0
"ENSMUSG00000111445",0,0,0,0,0,0,0,0
"ENSMUSG00000111446",2,0,0,3,0,0,4,0
"ENSMUSG00000111447",9,6,5,13,12,19,3,7
"ENSMUSG00000111448",0,0,0,0,1,0,0,0
"ENSMUSG00000111449",0,1,0,0,0,0,0,0
"ENSMUSG00000111450",0,0,0,0,0,0,0,0
"ENSMUSG00000111451",0,0,0,0,0,1,0,0
"ENSMUSG00000111453",0,0,0,0,0,0,0,0
"ENSMUSG00000111454",0,0,0,0,0,0,0,0
"ENSMUSG00000111455",0,0,0,0,0,0,0,0
"ENSMUSG00000111456",0,0,0,0,0,0,0,0
"ENSMUSG00000111457",0,0,1,0,1,0,0,0
"ENSMUSG00000111458",0,0,0,0,0,0,0,0
"ENSMUSG00000111459",0,0,0,1,0,2,0,0
"ENSMUSG00000111460",0,0,0,0,0,0,0,0
"ENSMUSG00000111462",10,5,9,10,11,13,1,12
"ENSMUSG00000111463",0,0,0,1,0,0,0,0
"ENSMUSG00000111464",0,0,0,0,0,0,0,0
"ENSMUSG00000111465",32,25,30,37,35,32,11,20
"ENSMUSG00000111466",2,0,0,1,2,0,0,5
"ENSMUSG00000111467",2,0,0,3,0,0,0,0
"ENSMUSG00000111468",0,0,0,0,0,0,0,0
"ENSMUSG00000111470",0,1,0,0,0,0,0,0
"ENSMUSG00000111471",0,1,1,0,3,2,0,0
"ENSMUSG00000111472",0,0,0,0,0,0,0,0
"ENSMUSG00000111473",0,1,1,0,1,0,1,0
"ENSMUSG00000111474",16,20,12,15,19,19,7,7
"ENSMUSG00000111477",0,0,0,0,0,0,0,0
"ENSMUSG00000111478",1,0,0,0,0,1,0,0
"ENSMUSG00000111479",0,0,0,0,0,0,0,0
"ENSMUSG00000111480",0,0,0,0,0,0,0,0
"ENSMUSG00000111481",3,1,3,6,2,9,1,1
"ENSMUSG00000111482",1,1,2,4,1,0,1,1
"ENSMUSG00000111483",0,0,0,0,0,0,0,0
"ENSMUSG00000111484",0,0,0,0,0,0,0,0
"ENSMUSG00000111485",0,0,0,0,0,0,0,0
"ENSMUSG00000111486",0,0,0,0,0,0,0,0
"ENSMUSG00000111487",0,0,0,0,0,0,0,0
"ENSMUSG00000111488",0,0,0,2,0,0,0,1
"ENSMUSG00000111489",0,0,0,1,0,0,0,0
"ENSMUSG00000111490",1,2,1,1,0,0,1,2
"ENSMUSG00000111491",3,0,0,2,7,2,0,0
"ENSMUSG00000111492",0,0,0,0,1,0,2,0
"ENSMUSG00000111493",0,0,0,0,0,0,0,0
"ENSMUSG00000111494",0,0,0,0,0,0,0,0
"ENSMUSG00000111495",0,0,0,0,0,0,0,0
"ENSMUSG00000111496",83,68,132,134,137,103,5,90
"ENSMUSG00000111497",2,4,3,5,3,3,0,1
"ENSMUSG00000111498",2,0,2,2,1,3,2,2
"ENSMUSG00000111499",0,0,0,0,0,0,0,0
"ENSMUSG00000111500",0,0,0,0,0,0,0,0
"ENSMUSG00000111503",0,0,0,0,0,0,0,0
"ENSMUSG00000111504",2,2,5,5,3,2,1,0
"ENSMUSG00000111505",4,6,4,4,2,3,2,4
"ENSMUSG00000111506",0,0,0,0,0,0,0,0
"ENSMUSG00000111507",0,0,0,0,0,0,0,0
