"","Mmus_C57-6CR_LVR_FLT_Rep1_F58","Mmus_C57-6CR_LVR_FLT_Rep2_F64","Mmus_C57-6CR_LVR_GC_Rep1_G40","Mmus_C57-6CR_LVR_GC_Rep2_G44","Mmus_C57-6CR_LVR_VIV_Rep1_V14","Mmus_C57-6CR_LVR_VIV_Rep2_V9"
"ENSMUSG00000097875",0,0,0,0,0,0
"ENSMUSG00000097876",1,0,2,3,0,3
"ENSMUSG00000097877",0,0,0,1,0,0
"ENSMUSG00000097878",0,0,0,0,0,0
"ENSMUSG00000097879",4,5,11,0,4,5
"ENSMUSG00000097881",0,0,0,0,0,0
"ENSMUSG00000097882",5,3,2,5,2,2
"ENSMUSG00000097883",0,0,0,0,0,0
"ENSMUSG00000097884",0,0,0,0,0,0
"ENSMUSG00000097885",3,1,4,5,2,3
"ENSMUSG00000097886",2,0,0,0,0,0
"ENSMUSG00000097887",1,0,1,0,4,0
"ENSMUSG00000097888",1,2,0,0,0,0
"ENSMUSG00000097889",0,1,2,1,0,4
"ENSMUSG00000097890",1,1,11,0,3,1
"ENSMUSG00000097891",15.19,15.73,29.63,15.52,30.94,25.69
"ENSMUSG00000097892",0,0,1,0,0,0
"ENSMUSG00000097893",9,21,31,18,26,24
"ENSMUSG00000097895",0,0,0,0,0,0
"ENSMUSG00000097896",0,0,0,0,0,0
"ENSMUSG00000097897",0,0,0,0,0,0
"ENSMUSG00000097898",0,0,0,0,0,0
"ENSMUSG00000097899",0,0,0,0,0,0
"ENSMUSG00000097900",0,0,0,0,0,0
"ENSMUSG00000097901",0,0,0,0,0,0
"ENSMUSG00000097902",0,0,0,0,0,0
"ENSMUSG00000097903",1,0,0,0,0,1
"ENSMUSG00000097904",0,0,0,0,0,0
"ENSMUSG00000097906",23.97,21.08,46.86,39.04,29.14,25.09
"ENSMUSG00000097907",0,0,0,0,0,0
"ENSMUSG00000097908",44,62,87,76,61,57
"ENSMUSG00000097910",7,9,10,8,13,15
"ENSMUSG00000097911",0,3,0,0,0,2
"ENSMUSG00000097912",0,0,0,0,0,0
"ENSMUSG00000097913",0,0,0,0,0,0
"ENSMUSG00000097914",0,0,0,0,0,0
"ENSMUSG00000097915",22,19,31,33,30,35
"ENSMUSG00000097917",0,0,0,0,3,0
"ENSMUSG00000097918",0,0,0,0,0,0
"ENSMUSG00000097919",0,3.02,0,0,0,0
"ENSMUSG00000097920",0,0,0,0,0,0
"ENSMUSG00000097921",0,0,2,0,1,1
"ENSMUSG00000097923",0,0,0,0,0,0
"ENSMUSG00000097924",0,0,0,0,0,0
"ENSMUSG00000097925",0,0,0,0,0,0
"ENSMUSG00000097926",2,2,1,2,0,4
"ENSMUSG00000097927",0,1,1,0,1,0
"ENSMUSG00000097928",1,0,0,2,1,0
"ENSMUSG00000097929",0,0,0,0,0,0
"ENSMUSG00000097930",2,1,0,2,2,2
"ENSMUSG00000097931",0,0,0,0,0,0
"ENSMUSG00000097932",0,0,0,0,0,0
"ENSMUSG00000097933",0,0,0,0,0,0
"ENSMUSG00000097934",0,0,0,0,0,0
"ENSMUSG00000097935",0,0,0,0,0,0
"ENSMUSG00000097936",0,0,0,0,0,0
"ENSMUSG00000097937",19,17,18.89,10,12,14
"ENSMUSG00000097938",0,0,0,0,0,0
"ENSMUSG00000097939",0,0,0,0,0,0
"ENSMUSG00000097940",0,0,0,0,0,0
"ENSMUSG00000097941",0,0,0,0,0,0
"ENSMUSG00000097942",0,0,0,0,0,0
"ENSMUSG00000097943",0,0,0,0,0,0
"ENSMUSG00000097944",33,43,23,72,39,50
"ENSMUSG00000097945",0,0,0,0,0,0
"ENSMUSG00000097946",0,0,0,0,0,0
"ENSMUSG00000097947",0,0,0,0,0,0
"ENSMUSG00000097948",0,0,0,0,0,0
"ENSMUSG00000097949",0,0,0,0,0,0
"ENSMUSG00000097950",0,1,2,0,0,0
"ENSMUSG00000097951",0,0,0,0,0,0
"ENSMUSG00000097952",0,0,0,0,0,0
"ENSMUSG00000097953",0,0,0,0,0,0
"ENSMUSG00000097954",0,0,0,0,0,1.07
"ENSMUSG00000097955",0,0,0,0,0,0
"ENSMUSG00000097957",0,0,0,0,0,0
"ENSMUSG00000097958",0,0,0,0,0,0
"ENSMUSG00000097959",0,0,0,0,0,0
"ENSMUSG00000097960",0,0,0,0,0,0
"ENSMUSG00000097961",2.36,0,0,2.62,0,1
"ENSMUSG00000097962",0,0,0,0,0,0
"ENSMUSG00000097963",0,0,0,0,0,0
"ENSMUSG00000097964",0,0,0,0,0,0
"ENSMUSG00000097965",0,0,0,0,0,0
"ENSMUSG00000097966",0,0,0,0,0,0
"ENSMUSG00000097967",0,0,0,0,0,1
"ENSMUSG00000097968",0,0,0,0,0,0
"ENSMUSG00000097970",13,7,10,14,8,11
"ENSMUSG00000097971",96918,53175,77488,40061,31891,41575
"ENSMUSG00000097972",0,0,0,0,0,0
"ENSMUSG00000097973",1,0,0,1,0,0
"ENSMUSG00000097974",43,27,56,48,43,65
"ENSMUSG00000097975",0,0,0,0,0,0
"ENSMUSG00000097976",0,0,0,0,0,0
"ENSMUSG00000097977",0,0,0,0,0,0
"ENSMUSG00000097979",1.39,3.71,0,4.86,0,1.03
"ENSMUSG00000097980",0,0,0,0,0,0
"ENSMUSG00000097981",0,0,0,0,0,0
"ENSMUSG00000097982",0,0,0,0,0,0
"ENSMUSG00000097983",0,0,0,1,0,0
"ENSMUSG00000097984",0,0,0,0,0,0
"ENSMUSG00000097985",0,0,0,0,0,0
"ENSMUSG00000097986",0,0,0,0,0,0
"ENSMUSG00000097987",0,0,0,0,0,1.01
"ENSMUSG00000097988",0,0,0,0,0,0
"ENSMUSG00000097989",1.49,2.09,2.01,0,0,0
"ENSMUSG00000097990",3,1,3,4,2,4
"ENSMUSG00000097991",0,0,0,1,1,0
"ENSMUSG00000097992",0,0,0,0,0,0
"ENSMUSG00000097993",1,1,1,1,0,1
"ENSMUSG00000097994",32,63,35,59,54,40
"ENSMUSG00000097995",2,0,0,0,2,2
"ENSMUSG00000097996",0,0,0,0,0,0
"ENSMUSG00000097997",0,0,0,0,0,0
"ENSMUSG00000097998",11,10,16,19,9,13
"ENSMUSG00000097999",0,0,0,0,0,0
"ENSMUSG00000098000",0,0,0,0,0,0
"ENSMUSG00000098001",0,0,1,1,0,1
"ENSMUSG00000098002",0,0,0,0,0,0
"ENSMUSG00000098003",0,0,0,0,0,0
"ENSMUSG00000098004",0,0,0,0,0,0
"ENSMUSG00000098005",0,0,0,0,0,0
"ENSMUSG00000098006",0,0,0,0,1,0
"ENSMUSG00000098007",0,0,0,0,0,0
"ENSMUSG00000098008",4,0,1,0,1,1
"ENSMUSG00000098009",0,0,0,0,0,0
"ENSMUSG00000098010",0,0,0,0,0,0
"ENSMUSG00000098011",0,0,0,0,0,0
"ENSMUSG00000098012",0,0,0,0,0,0
"ENSMUSG00000098013",0,0,0,0,0,1
"ENSMUSG00000098014",18,33,17,31,71,52
"ENSMUSG00000098015",0,0,0,0,0,0
"ENSMUSG00000098016",0,0,0,0,0,0
"ENSMUSG00000098017",0,0,0,0,0,0
"ENSMUSG00000098019",0,1.1,1,2.06,0,0.97
"ENSMUSG00000098021",0,6.07,1,1,1,0
"ENSMUSG00000098022",4.12,9,4.53,12,17,11
"ENSMUSG00000098023",0,1,0,0,0,0
"ENSMUSG00000098024",6,4,5,9,1,2
"ENSMUSG00000098025",0,0,0,0,0,0
"ENSMUSG00000098026",0,0,0,0,0,0
"ENSMUSG00000098027",0,0,0,0,0,0
"ENSMUSG00000098028",0,0,0,0,0,0
"ENSMUSG00000098029",0,0,0,0,0,0
"ENSMUSG00000098030",0,0,0,0,1,0
"ENSMUSG00000098031",0,0,0,0,0,0
"ENSMUSG00000098033",0,0,0,0,0,0
"ENSMUSG00000098035",0,0,1,0,0,0
"ENSMUSG00000098036",0,0,0,0,0,0
"ENSMUSG00000098037",0,0,4,0,0,2
"ENSMUSG00000098038",1,1,0,0,1,5
"ENSMUSG00000098039",0,0,0,0,0,0
"ENSMUSG00000098040",0,0,0,0,0,0
"ENSMUSG00000098041",0,0,0,1,1,0
"ENSMUSG00000098042",1,0,0,0,0,0
"ENSMUSG00000098043",0,0,0,0,0,0
"ENSMUSG00000098044",0,0,0,0,0,0
"ENSMUSG00000098045",0,0,0,0,0,0
"ENSMUSG00000098046",0,0,0,0,0,0
"ENSMUSG00000098047",0,0,0,0,0,0
"ENSMUSG00000098048",0,0,0,0,1,0
"ENSMUSG00000098050",34,46,49,55,42,45
"ENSMUSG00000098051",0,0,0,0,0,0
"ENSMUSG00000098052",0,0,0,0,2,0
"ENSMUSG00000098053",0,0,0,0,0,0
"ENSMUSG00000098054",0,0,0,0,0,0
"ENSMUSG00000098055",4,4,3,3,2,4
"ENSMUSG00000098056",0,0,0,0,0,0
"ENSMUSG00000098057",1,0,1,1,1,2
"ENSMUSG00000098058",0,0,0,0,0,0
"ENSMUSG00000098059",0,0,0,0,0,0
"ENSMUSG00000098060",0,0,0,0,0,0
"ENSMUSG00000098061",0,1,1,0,0,0
"ENSMUSG00000098062",0,0,0,0,0,0
"ENSMUSG00000098064",0,0,0,0,0,0
"ENSMUSG00000098065",0,0,0,0,0,0
"ENSMUSG00000098066",5,3,1,1,2,0
"ENSMUSG00000098067",0,0,0,0,0,0
"ENSMUSG00000098068",3.01,12.01,1,6.02,10.01,9.01
"ENSMUSG00000098069",0,0,0,0,0,0
"ENSMUSG00000098070",0,0,0,0,0,0
"ENSMUSG00000098071",0,0,0,0,0,0
"ENSMUSG00000098072",0,0,0,0,0,0
"ENSMUSG00000098073",0,0,0,0,0,0
"ENSMUSG00000098074",0,0,0,0,0,0
"ENSMUSG00000098075",0,0,0,0,0,0
"ENSMUSG00000098076",3,0,0,5,1,0
"ENSMUSG00000098077",0,0,0,0,0,0
"ENSMUSG00000098078",0.86,3.13,0.99,1.4,1.03,0.57
"ENSMUSG00000098079",0,0,0,0,0,0
"ENSMUSG00000098080",0,0,0,0,0,0
"ENSMUSG00000098081",0,0,0,0,0,0
"ENSMUSG00000098082",0,0,0,0,0,0
"ENSMUSG00000098083",0,0,0,0,0,0
"ENSMUSG00000098084",0,0,0,0,0,0
"ENSMUSG00000098085",0,0,0,0,0,0
"ENSMUSG00000098086",0,0,0,0,0,0
"ENSMUSG00000098087",0,0,0,0,0,0
"ENSMUSG00000098088",0,0,1,0,0,0
"ENSMUSG00000098089",0,0,0,0,0,0
"ENSMUSG00000098090",7,2,10,6,10,7
"ENSMUSG00000098091",0,0,0,1,0,0
"ENSMUSG00000098092",0,0,0,0,0,0
"ENSMUSG00000098093",3,0,0,1,0,0
"ENSMUSG00000098094",0,0,0,0,0,0
"ENSMUSG00000098095",0,0,0,0,0,0
"ENSMUSG00000098096",0,0,0,0,0,0
"ENSMUSG00000098097",0,0,0,0,0,0
"ENSMUSG00000098098",33,33,37,25,17,45
"ENSMUSG00000098099",0,0,0,0,0,0
"ENSMUSG00000098100",0,0,0,0,0,0
"ENSMUSG00000098101",0,0,0,0,0,0
"ENSMUSG00000098102",0,0,0,0,0,0
"ENSMUSG00000098103",0,0,0,0,0,0
"ENSMUSG00000098104",0,0,0,0,0,0
"ENSMUSG00000098105",0,0,0,0,0,0
"ENSMUSG00000098106",0,0,0,0,0,0
"ENSMUSG00000098107",0,0,0,0,0,0
"ENSMUSG00000098108",0,0,0,0,0,1
"ENSMUSG00000098109",0,0,0,0,0,0
"ENSMUSG00000098110",0,0,0,0,0,0
"ENSMUSG00000098111",0,0,2.19,1.08,0,2.25
"ENSMUSG00000098112",44,50,92,120,118,92
"ENSMUSG00000098113",1.12,1.3,0,1.12,0,0
"ENSMUSG00000098114",0,0,0,0,0,0
"ENSMUSG00000098115",0,0,0,0,0,0
"ENSMUSG00000098116",0,0,0,0,0,0
"ENSMUSG00000098118",0,0,0,0,0,0
"ENSMUSG00000098119",0,0,0,0,0,0
"ENSMUSG00000098120",1,6,2,7,1,1
"ENSMUSG00000098121",0,0,0,0,0,0
"ENSMUSG00000098122",0,0,0,0,0,0
"ENSMUSG00000098123",1.01,3.33,1.17,1.01,0,2.07
"ENSMUSG00000098124",0,0,0,0,0,0
"ENSMUSG00000098125",0,0,0,0,0,0
"ENSMUSG00000098126",0,0,1,0,0,0
"ENSMUSG00000098127",0,0,0,0,0,0
"ENSMUSG00000098128",0,0,0,0,0,0
"ENSMUSG00000098129",0,0,0,0,0,0
"ENSMUSG00000098130",0,0,0,0,0,0
"ENSMUSG00000098131",0,0,0,0,0,0
"ENSMUSG00000098132",0,2,7,8,8,2
"ENSMUSG00000098134",166,169,124,156,165,127
"ENSMUSG00000098135",0,0,0,0,0,0
"ENSMUSG00000098136",0,0,0,0,0,0
"ENSMUSG00000098137",0,0,0,0,0,0
"ENSMUSG00000098138",0,0,0,0,0,0
"ENSMUSG00000098139",0,0,0,0,0,0
"ENSMUSG00000098140",0.18,0,0,0,0,0
"ENSMUSG00000098141",0,0,0,0,0,0
"ENSMUSG00000098142",0,0,0,0,1,0
"ENSMUSG00000098143",0,0,0,0,0,0
"ENSMUSG00000098144",0,0,0,0,0,0
"ENSMUSG00000098145",0,0,0,0,0,0
"ENSMUSG00000098146",1,0,0,1,0,1
"ENSMUSG00000098147",0,0,0,0,0,0
"ENSMUSG00000098149",0,0,0,0,1,0
"ENSMUSG00000098150",0,0,0,0,0,0
"ENSMUSG00000098152",0,0,0,0,0,0
"ENSMUSG00000098153",0,0,0,0,0,0
"ENSMUSG00000098154",0,0,0,0,1,0
"ENSMUSG00000098155",0,0,0,0,0,0
"ENSMUSG00000098156",0,0,1.61,0,0,1.13
"ENSMUSG00000098157",0,0,0,0,0,0
"ENSMUSG00000098158",0,0,1,1,0,3
"ENSMUSG00000098159",0,0,0,0,0,0
"ENSMUSG00000098160",0,0,0,0,0,0
"ENSMUSG00000098161",0,0,0,0,0,0
"ENSMUSG00000098162",0,0,0,0,0,0
"ENSMUSG00000098163",0,0,0,0,0,0
"ENSMUSG00000098164",0,1,0,0,0,0
"ENSMUSG00000098165",0,0,0,0,0,0
"ENSMUSG00000098166",2,2,0,2,3,2
"ENSMUSG00000098167",0,0,0,0,0,0
"ENSMUSG00000098169",0,0,0,0,0,0
"ENSMUSG00000098170",0,0,0,0,0,0
"ENSMUSG00000098171",0,0,0,0,0,0
"ENSMUSG00000098172",0,0,0,0,0,0
"ENSMUSG00000098173",0,0,0,0,0,0
"ENSMUSG00000098174",0,0,0,0,0,0
"ENSMUSG00000098175",0,0,0,1,0,0
"ENSMUSG00000098176",37,29,44,55,41,28
"ENSMUSG00000098177",0,0,0,0,0,0
"ENSMUSG00000098178",12656,8261,8406,5016,5136,5822
"ENSMUSG00000098179",0,0,0,0,0,0
"ENSMUSG00000098180",0,0,0,0,0,0
"ENSMUSG00000098181",0,0,0,0,0,0
"ENSMUSG00000098183",10,4,4,8,6,2
"ENSMUSG00000098184",0,0,0,0,0,1
"ENSMUSG00000098185",0,0,0,0,0,0
"ENSMUSG00000098186",0,0,0,0,0,0
"ENSMUSG00000098187",0,0,0,0,0,1
"ENSMUSG00000098188",315,329,319,435,287,318
"ENSMUSG00000098189",0,0,0,0,0,0
"ENSMUSG00000098190",0,0,0,0,0,0
"ENSMUSG00000098191",0,0,0,0,0,0
"ENSMUSG00000098192",0,0,0,0,1.13,0
"ENSMUSG00000098193",0,0,0,0,0,0
"ENSMUSG00000098194",0,0,0,0,0,0
"ENSMUSG00000098195",0,0,0,0,0,0
"ENSMUSG00000098196",0,2,0,0,0,0
"ENSMUSG00000098197",0,0,0,0,0,0
"ENSMUSG00000098198",1.06,0,0,0,2.1,0
"ENSMUSG00000098199",1,0,0,0,1,0
"ENSMUSG00000098200",0,0,0,1,1,0
"ENSMUSG00000098201",0,0,0,0,0,0
"ENSMUSG00000098202",0,0,0,0,0,0
"ENSMUSG00000098203",0,0,0,0,0,0
"ENSMUSG00000098204",0,0,0,0,0,0
"ENSMUSG00000098205",0,0,0,0,0,0
"ENSMUSG00000098206",2,4,2,2,1,0
"ENSMUSG00000098207",0,3,0,0,0,0
"ENSMUSG00000098208",0,0,0,0,0,1.09
"ENSMUSG00000098209",0,0,0,0,0,0
"ENSMUSG00000098210",0,0,0,0,0,0
"ENSMUSG00000098211",0,0,0,0,0,0
"ENSMUSG00000098212",0,0,0,0,0,0
"ENSMUSG00000098213",0,0,0,0,0,0
"ENSMUSG00000098214",0,0,0,0,0,0
"ENSMUSG00000098215",0,0,0,0,0,0
"ENSMUSG00000098216",0,0,0,0,0,0
"ENSMUSG00000098217",0,0,0,0,0,0
"ENSMUSG00000098218",0,0,2,0,0,0
"ENSMUSG00000098219",0,0,0,0,0,0
"ENSMUSG00000098221",1,4,0,0,0,0
"ENSMUSG00000098222",0,0,1,0,0,0
"ENSMUSG00000098223",0,0,0,0,0,1
"ENSMUSG00000098224",0,1,1,1,0,1
"ENSMUSG00000098225",0,0,0,0,0,0
"ENSMUSG00000098226",0,0,0,0,0,0
"ENSMUSG00000098227",0,0,0,0,0,0
"ENSMUSG00000098228",0,0,0,0,0,0
"ENSMUSG00000098229",0,0,0,0,0,0
"ENSMUSG00000098230",0,0,0,0,0,0
"ENSMUSG00000098231",0,0,0,0,0,0
"ENSMUSG00000098232",0,0,1,0,0,0
"ENSMUSG00000098233",0,0,0,0,0,0
"ENSMUSG00000098234",991,684,1050,548,774,1200
"ENSMUSG00000098235",3,11,13,15,5,11
"ENSMUSG00000098236",1,0,0,1,0,1
"ENSMUSG00000098237",0,0,0,0,0,0
"ENSMUSG00000098238",0,0,0,0,1,1
"ENSMUSG00000098240",0,0,3,0,0,1
"ENSMUSG00000098241",0,0,0,0,0,0
"ENSMUSG00000098242",0,0,0,0,0,0
"ENSMUSG00000098243",3,2,1,4,4,1
"ENSMUSG00000098244",0,0,0,0,0,0
"ENSMUSG00000098245",0,0,0,0,0,0
"ENSMUSG00000098246",0,0,0,0,0,0
"ENSMUSG00000098247",0,0,0,0,0,0
"ENSMUSG00000098248",0,0,0,0,0,0
"ENSMUSG00000098249",0,0,0,0,0,0
"ENSMUSG00000098251",0,0,0,0,0,0
"ENSMUSG00000098252",0,0,0,0,0,0
"ENSMUSG00000098253",0,0,0,0,0,0
"ENSMUSG00000098254",0,0,0,0,0,0
"ENSMUSG00000098255",0,0,0,0,0,0
"ENSMUSG00000098257",0,0,0,0,0,0
"ENSMUSG00000098258",0,0,0,0,0,0
"ENSMUSG00000098259",0,0,0,0,0,0
"ENSMUSG00000098260",0,0,0,0,0,0
"ENSMUSG00000098261",0,0,0,0,0,0
"ENSMUSG00000098262",0,0,0,0,0,0
"ENSMUSG00000098263",0,0,0,0,0,0
"ENSMUSG00000098264",0,0,0,0,0,0
"ENSMUSG00000098265",0,2.94,0,7.56,8.42,1.29
"ENSMUSG00000098266",0,0,0,0,0,0
"ENSMUSG00000098267",0,0,0,0,0,0
"ENSMUSG00000098268",0,0,0,0,0,0
"ENSMUSG00000098269",0,0,0,0,0,0
"ENSMUSG00000098270",0,0,0,0.5,0,0
"ENSMUSG00000098271",0,0,0,0,0,0
"ENSMUSG00000098272",0,0,0,0,0,0
"ENSMUSG00000098273",0,0,0,0,0,0
"ENSMUSG00000098274",8508.79,6303.41,9217.85,6580.18,7056.99,8317.29
"ENSMUSG00000098275",0,0,0,0,0,0
"ENSMUSG00000098276",0,0,0,0,0,0
"ENSMUSG00000098278",0,0,0,0,0,0
"ENSMUSG00000098279",0,0,0,0,0,0
"ENSMUSG00000098280",0,0,0,0,0,0
"ENSMUSG00000098281",0,0,0,0,0,0
"ENSMUSG00000098282",0,0,0,0,0,0
"ENSMUSG00000098284",0,0,0,0,1,1
"ENSMUSG00000098285",0,0,0,0,0,0
"ENSMUSG00000098286",0,1,0,0,0,0
"ENSMUSG00000098287",0,0,0,0,0,0
"ENSMUSG00000098288",0,0,0,0,0,0
"ENSMUSG00000098289",0,0,0,0,0,0
"ENSMUSG00000098290",0,0,1,0,0,0
"ENSMUSG00000098291",0,0,0,0,0,0
"ENSMUSG00000098292",2,2,2,0,0,1
"ENSMUSG00000098293",0,0,0,0,0,0
"ENSMUSG00000098294",0,0,0,0,0,0
"ENSMUSG00000098295",0,0,0,0,0,0
"ENSMUSG00000098296",0,0,0,0,0,0
"ENSMUSG00000098297",0,0,0,0,0,0
"ENSMUSG00000098298",0,0,0,0,0,0
"ENSMUSG00000098299",0,0,0,0,0,0
"ENSMUSG00000098300",0,0,0,0,0,0
"ENSMUSG00000098302",0,0,0,0,0,0
"ENSMUSG00000098303",0,0,0,0,0,0
"ENSMUSG00000098304",0,0,0,0,0,0
"ENSMUSG00000098305",0,0,0,0,0,0
"ENSMUSG00000098306",619.01,334.01,340.55,183.32,299.18,201.26
"ENSMUSG00000098307",0,0,0,0,0,0
"ENSMUSG00000098308",0,0,0,0,0,0
"ENSMUSG00000098309",0,0,0,0,0,0
"ENSMUSG00000098310",0,0,0,0,0,0
"ENSMUSG00000098311",0,0,0,0,0,0
"ENSMUSG00000098312",0,0,0,0,0,0
"ENSMUSG00000098313",0,0,0,0,0,0
"ENSMUSG00000098314",0,0,0,0,0,0
"ENSMUSG00000098315",0,0,0,0,0,0
"ENSMUSG00000098316",0,0,0,0,0,0
"ENSMUSG00000098317",0,0,0,0,0,0
"ENSMUSG00000098318",9,5,11,10,13,6
"ENSMUSG00000098319",0,0,0,0,0,0
"ENSMUSG00000098320",1,0,0,0,0,0
"ENSMUSG00000098322",0,0,0,1,0,0
"ENSMUSG00000098323",0,0,0,0,0,0
"ENSMUSG00000098325",0,0,0,0,0,0
"ENSMUSG00000098326",0,0,0,0,0,0
"ENSMUSG00000098327",0,0,0,0,0,0
"ENSMUSG00000098328",0,0,0,0,0,0
"ENSMUSG00000098329",0,0,0,0,0,0
"ENSMUSG00000098330",0,0,0,0,0,0
"ENSMUSG00000098331",0,0,0,0,0,0
"ENSMUSG00000098332",216,144,221,194,207,196
"ENSMUSG00000098333",0,0,0,0,0,0
"ENSMUSG00000098334",0,0,0,0,0,0
"ENSMUSG00000098335",0,0,0,0,0,0
"ENSMUSG00000098336",0,0,0,0,0,0
"ENSMUSG00000098338",0,0,0,0,0,0
"ENSMUSG00000098339",0,0,0,0,0,0
"ENSMUSG00000098340",0,0,0,0,0,0
"ENSMUSG00000098341",0,0,0,0,0,0
"ENSMUSG00000098342",0,0,0,0,0,0
"ENSMUSG00000098343",0,0,0,0,0,0
"ENSMUSG00000098344",0,0,0,0,0,0
"ENSMUSG00000098345",0,0,0,0,0,0
"ENSMUSG00000098346",0,0,0,0,0,0
"ENSMUSG00000098347",0,0,0,0,0,0
"ENSMUSG00000098348",0,0,0,0,0,0
"ENSMUSG00000098349",0,0,0,0,0,0
"ENSMUSG00000098350",0,0,0,0,0,0
"ENSMUSG00000098351",0,0,0,0,0,0
"ENSMUSG00000098353",0,0,0,0,0,0
"ENSMUSG00000098354",0,0,0,0,0,0
"ENSMUSG00000098355",0,0,0,0,0,0
"ENSMUSG00000098356",0,0,0,0,0,0
"ENSMUSG00000098357",0,0,0,0,0,0
"ENSMUSG00000098358",0,0,0,0,0,0
"ENSMUSG00000098359",0,0,0,0,0,0
"ENSMUSG00000098360",0,0,0,0,0,0
"ENSMUSG00000098361",0,0,0,0,0,0
"ENSMUSG00000098362",0,0,0,0,0,0
"ENSMUSG00000098363",0,0,0,0,0,0
"ENSMUSG00000098364",0,0,0,0,0,0
"ENSMUSG00000098365",0,0,0,0,0,0
"ENSMUSG00000098366",0,0,0,0,0,0
"ENSMUSG00000098367",0,0,0,0,0,0
"ENSMUSG00000098368",0,0,0,0,0,0
"ENSMUSG00000098369",0,0,0,0,0,0
"ENSMUSG00000098370",0,0,0,0,0,0
"ENSMUSG00000098371",0,0,5.78,0,0,0
"ENSMUSG00000098373",0,0,0,0,0,0
"ENSMUSG00000098374",45.42,106.85,56.05,88.28,118.29,122.07
"ENSMUSG00000098376",0,0,0,0,0,0
"ENSMUSG00000098378",0,0,0,0,0,0
"ENSMUSG00000098379",0,0,0,0,0,0
"ENSMUSG00000098380",0,0,0,0,0,0
"ENSMUSG00000098381",0,0,0,0,0,0
"ENSMUSG00000098382",0,0,0,0,0,0
"ENSMUSG00000098383",0,0,1,1,0,0
"ENSMUSG00000098385",0,0,0,0,0,0
"ENSMUSG00000098386",0,0,0,0,0,0
"ENSMUSG00000098387",0,0,0,0,0,0
"ENSMUSG00000098388",0,0,0,0,0,0
"ENSMUSG00000098389",0,0,0,0,0,0
"ENSMUSG00000098390",0,0,0,0,0,0
"ENSMUSG00000098391",0,0,0,0,0,0
"ENSMUSG00000098392",0,0,0,0,0,0
"ENSMUSG00000098393",0,0,0,0,0,0
"ENSMUSG00000098394",0,0,0,0,0,0
"ENSMUSG00000098395",0,0,0,0,0,0
"ENSMUSG00000098396",0,0,0,1,0,0
"ENSMUSG00000098397",0,0,0,0,0,0
"ENSMUSG00000098399",0,0,0.65,0,0,0.89
"ENSMUSG00000098400",0,0,0,0,0,0
"ENSMUSG00000098401",0,0,0,0,0,0
"ENSMUSG00000098402",0,0,0,0,0,0
"ENSMUSG00000098403",0,0,0,0,0,0
"ENSMUSG00000098404",9.06,14.31,19.69,11.72,15.5,32.42
"ENSMUSG00000098405",0,0,0,0,0,0
"ENSMUSG00000098406",0,0,0,0,0,0
"ENSMUSG00000098407",0,0,0,0,0,0
"ENSMUSG00000098408",0,0,0,0,0,0
"ENSMUSG00000098409",0,0,0,0,0,0
"ENSMUSG00000098410",0,0,0,0,0,0
"ENSMUSG00000098412",0,0,0,0,1.03,0
"ENSMUSG00000098413",0,0,0,0,0,0
"ENSMUSG00000098414",0,0,0,0,0,0
"ENSMUSG00000098415",0,0,0,0,0,0
"ENSMUSG00000098416",0,0,0,0,0,0
"ENSMUSG00000098417",0,0,0,0,0,0
"ENSMUSG00000098418",0,0,0,0,0,0
"ENSMUSG00000098419",0,0,0,0,0,0
"ENSMUSG00000098420",0,0,0,0,0,0
"ENSMUSG00000098421",0,0,0,0,0,0
"ENSMUSG00000098422",0,0,0,0,0,0
"ENSMUSG00000098423",0,0,0,0,0,0
"ENSMUSG00000098424",0,0,0,0,0,0
"ENSMUSG00000098425",0.38,0,0,0,0,0
"ENSMUSG00000098426",0,1.11,1.8,0.52,1.03,2.66
"ENSMUSG00000098428",0,0,0,0.87,0,0
"ENSMUSG00000098429",0,0,0,0,0,0
"ENSMUSG00000098430",0,0,0,0,0,0
"ENSMUSG00000098431",0,0,0,0,0,0
"ENSMUSG00000098432",0,0,0,0,0,0
"ENSMUSG00000098433",0,0,0,0,0,0
"ENSMUSG00000098434",0,0,0,1,1,0
"ENSMUSG00000098435",0,0,0,0,0,0
"ENSMUSG00000098436",0,0,0,0,0,0
"ENSMUSG00000098437",0,0,0,0,0,0
"ENSMUSG00000098438",0,0,0,0,0,0
"ENSMUSG00000098439",5,1,4,7,0,3
"ENSMUSG00000098441",0,0,0,0,0,0
"ENSMUSG00000098442",0,0,0,0,0,0
"ENSMUSG00000098443",0,0,0,0,0,0
"ENSMUSG00000098444",0,0,0,0,0,0
"ENSMUSG00000098445",0,0,0,0,0,0
"ENSMUSG00000098446",0,0,0,0,0,0
"ENSMUSG00000098447",5,0,10,4,6,5
"ENSMUSG00000098448",0,0,0,0,0,0
"ENSMUSG00000098449",5,2,2,0,4,1
"ENSMUSG00000098451",0,0,0,0,0,0
"ENSMUSG00000098452",0,0,0,0,0,0
"ENSMUSG00000098453",0,0,0,0,0,0
"ENSMUSG00000098454",0,0,0,0,0,0
"ENSMUSG00000098455",0,0,0,0,0,0
"ENSMUSG00000098456",0,0,0,0,1,0
"ENSMUSG00000098457",1.71,0,1.36,2.52,0.47,5.63
"ENSMUSG00000098458",0,0,0,0,0,0
"ENSMUSG00000098459",0,0,0,0,0,0
