human_symbol_hgnc,human_ensembl,mouse_ensembl
TRPC3,ENSG00000138741,ENSMUSG00000027716
TRPC4,ENSG00000133107,ENSMUSG00000027748
TRPC4AP,ENSG00000100991,ENSMUSG00000038324
TRPC5,ENSG00000072315,ENSMUSG00000041710
TRPC5OS,ENSG00000204025,ENSMUSG00000072934
TRPC6,ENSG00000137672,ENSMUSG00000031997
TRPC7,ENSG00000069018,ENSMUSG00000021541
TRPM1,ENSG00000134160,ENSMUSG00000030523
TRPM2,ENSG00000142185,ENSMUSG00000009292
TRPM3,ENSG00000083067,ENSMUSG00000052387
TRPM4,ENSG00000130529,ENSMUSG00000038260
TRPM5,ENSG00000070985,ENSMUSG00000009246
TRPM6,ENSG00000119121,ENSMUSG00000024727
TRPM7,ENSG00000092439,ENSMUSG00000027365
TRPM8,ENSG00000144481,ENSMUSG00000036251
TRPS1,ENSG00000104447,ENSMUSG00000038679
TRPT1,ENSG00000149743,ENSMUSG00000047656
TRPV1,ENSG00000196689,ENSMUSG00000005952
TRPV2,ENSG00000187688,ENSMUSG00000018507
TRPV3,ENSG00000167723,ENSMUSG00000043029
TRPV4,ENSG00000111199,ENSMUSG00000014158
TRPV5,ENSG00000127412,ENSMUSG00000036899
TRPV6,ENSG00000165125,ENSMUSG00000029868
TRRAP,ENSG00000196367,ENSMUSG00000045482
TRUB1,ENSG00000165832,ENSMUSG00000025086
TRUB2,ENSG00000167112,ENSMUSG00000039826
TSACC,ENSG00000163467,ENSMUSG00000010538
TSC1,ENSG00000165699,ENSMUSG00000026812
TSC2,ENSG00000103197,ENSMUSG00000002496
TSC22D1,ENSG00000102804,ENSMUSG00000022010
TSC22D2,ENSG00000196428,ENSMUSG00000027806
TSC22D3,ENSG00000157514,ENSMUSG00000031431
TSEN15,ENSG00000198860,ENSMUSG00000014980
TSEN2,ENSG00000154743,ENSMUSG00000042389
TSEN34,ENSG00000170892,ENSMUSG00000035585
TSEN54,ENSG00000182173,ENSMUSG00000020781
TSFM,ENSG00000123297,ENSMUSG00000040521
TSG101,ENSG00000074319,ENSMUSG00000014402
TSGA10,ENSG00000135951,ENSMUSG00000060771
TSGA10IP,ENSG00000175513,ENSMUSG00000039330
TSGA13,ENSG00000213265,ENSMUSG00000039032
TSHB,ENSG00000134200,ENSMUSG00000027857
TSHR,ENSG00000165409,ENSMUSG00000020963
TSHZ1,ENSG00000179981,ENSMUSG00000046982
TSHZ2,ENSG00000182463,ENSMUSG00000047907
TSHZ3,ENSG00000121297,ENSMUSG00000021217
TSKS,ENSG00000126467,ENSMUSG00000059891
TSKU,ENSG00000182704,ENSMUSG00000049580
TSLIG1,ENSG00000176261,ENSMUSG00000057572
TSLIG2,ENSG00000135974,ENSMUSG00000010290
TSLIG3A,ENSG00000119812,ENSMUSG00000002017
TSLIG3B,ENSG00000171262,ENSMUSG00000027349
TSLIG3C,ENSG00000130244,ENSMUSG00000030590
TSN,ENSG00000211460,ENSMUSG00000026374
TSNAX,ENSG00000116918,ENSMUSG00000056820
TSNAXIP1,ENSG00000102904,ENSMUSG00000031893
TSPAN1,ENSG00000117472,ENSMUSG00000028699
TSPAN10,ENSG00000182612,ENSMUSG00000039691
TSPAN11,ENSG00000110900,ENSMUSG00000030351
TSPAN12,ENSG00000106025,ENSMUSG00000029669
TSPAN13,ENSG00000106537,ENSMUSG00000020577
TSPAN14,ENSG00000108219,ENSMUSG00000037824
TSPAN15,ENSG00000099282,ENSMUSG00000037031
TSPAN17,ENSG00000048140,ENSMUSG00000025875
TSPAN18,ENSG00000157570,ENSMUSG00000027217
TSPAN2,ENSG00000134198,ENSMUSG00000027858
TSPAN3,ENSG00000140391,ENSMUSG00000032324
TSPAN31,ENSG00000135452,ENSMUSG00000006736
TSPAN32,ENSG00000064201,ENSMUSG00000000244
TSPAN33,ENSG00000158457,ENSMUSG00000001763
TSPAN4,ENSG00000214063,ENSMUSG00000025511
TSPAN5,ENSG00000168785,ENSMUSG00000028152
TSPAN6,ENSG00000000003,ENSMUSG00000067377
TSPAN7,ENSG00000156298,ENSMUSG00000058254
TSPAN8,ENSG00000127324,ENSMUSG00000034127
TSPAN9,ENSG00000011105,ENSMUSG00000030352
TSPEAR,ENSG00000175894,ENSMUSG00000069581
TSPO,ENSG00000100300,ENSMUSG00000041736
TSPO2,ENSG00000112212,ENSMUSG00000023995
TSPOAP1,ENSG00000005379,ENSMUSG00000034156
TSPYL1,ENSG00000189241,ENSMUSG00000047514
TSPYL2,ENSG00000184205,ENSMUSG00000041096
TSPYL4,ENSG00000187189,ENSMUSG00000039485
TSPYL5,ENSG00000180543,ENSMUSG00000038984
TSR1,ENSG00000167721,ENSMUSG00000038335
TSR2,ENSG00000158526,ENSMUSG00000025264
TSR3,ENSG00000007520,ENSMUSG00000015126
TSSC4,ENSG00000184281,ENSMUSG00000045752
TSSK1B,ENSG00000212122,ENSMUSG00000041566
TSSK2,ENSG00000206203,ENSMUSG00000045521
TSSK3,ENSG00000162526,ENSMUSG00000000411
TSSK4,ENSG00000139908,ENSMUSG00000007591
TSSK6,ENSG00000178093,ENSMUSG00000047654
TST,ENSG00000128311,ENSMUSG00000044986
TSTD1,ENSG00000215845,ENSMUSG00000103711
TSTD2,ENSG00000136925,ENSMUSG00000035495
TTBK1,ENSG00000146216,ENSMUSG00000015599
TTBK2,ENSG00000128881,ENSMUSG00000090100
TTC1,ENSG00000113312,ENSMUSG00000041278
TTC12,ENSG00000149292,ENSMUSG00000040219
TTC13,ENSG00000143643,ENSMUSG00000037300
TTC14,ENSG00000163728,ENSMUSG00000027677
TTC17,ENSG00000052841,ENSMUSG00000027194
TTC19,ENSG00000011295,ENSMUSG00000042298
TTC21A,ENSG00000168026,ENSMUSG00000032514
TTC21B,ENSG00000123607,ENSMUSG00000034848
TTC22,ENSG00000006555,ENSMUSG00000034919
TTC23,ENSG00000103852,ENSMUSG00000030555
TTC23L,ENSG00000205838,ENSMUSG00000022249
TTC27,ENSG00000018699,ENSMUSG00000024078
TTC28,ENSG00000100154,ENSMUSG00000033209
TTC29,ENSG00000137473,ENSMUSG00000037101
TTC3,ENSG00000182670,ENSMUSG00000040785
TTC32,ENSG00000183891,ENSMUSG00000066637
TTC33,ENSG00000113638,ENSMUSG00000022151
TTC34,ENSG00000215912,ENSMUSG00000046637
TTC36,ENSG00000172425,ENSMUSG00000039438
TTC38,ENSG00000075234,ENSMUSG00000035944
TTC39A,ENSG00000085831,ENSMUSG00000028555
TTC39B,ENSG00000155158,ENSMUSG00000038172
TTC39C,ENSG00000168234,ENSMUSG00000024424
TTC4,ENSG00000243725,ENSMUSG00000025413
TTC5,ENSG00000136319,ENSMUSG00000006288
TTC6,ENSG00000139865,ENSMUSG00000046782
TTC7A,ENSG00000068724,ENSMUSG00000036918
TTC7B,ENSG00000165914,ENSMUSG00000033530
TTC8,ENSG00000165533,ENSMUSG00000021013
TTC9,ENSG00000133985,ENSMUSG00000042734
TTC9B,ENSG00000174521,ENSMUSG00000007944
TTC9C,ENSG00000162222,ENSMUSG00000071660
TTF2,ENSG00000116830,ENSMUSG00000033222
TTI1,ENSG00000101407,ENSMUSG00000027650
TTI2,ENSG00000129696,ENSMUSG00000031577
TTK,ENSG00000112742,ENSMUSG00000038379
TTL,ENSG00000114999,ENSMUSG00000027394
TTLL1,ENSG00000100271,ENSMUSG00000022442
TTLL10,ENSG00000162571,ENSMUSG00000029074
TTLL11,ENSG00000175764,ENSMUSG00000026885
TTLL12,ENSG00000100304,ENSMUSG00000016757
TTLL13,ENSG00000213471,ENSMUSG00000045467
TTLL2,ENSG00000120440,ENSMUSG00000079722
TTLL3,ENSG00000214021,ENSMUSG00000030276
TTLL4,ENSG00000135912,ENSMUSG00000033257
TTLL6,ENSG00000170703,ENSMUSG00000038756
TTLL7,ENSG00000137941,ENSMUSG00000036745
TTLL8,ENSG00000138892,ENSMUSG00000022388
TTLL9,ENSG00000131044,ENSMUSG00000074673
TTN,ENSG00000155657,ENSMUSG00000051747
TTPA,ENSG00000137561,ENSMUSG00000073988
TTPAL,ENSG00000124120,ENSMUSG00000017679
TTR,ENSG00000118271,ENSMUSG00000061808
TTYH1,ENSG00000167614,ENSMUSG00000030428
TTYH2,ENSG00000141540,ENSMUSG00000034714
TTYH3,ENSG00000136295,ENSMUSG00000036565
TUB,ENSG00000166402,ENSMUSG00000031028
TUBA1A,ENSG00000167552,ENSMUSG00000072235
TUBA1B,ENSG00000123416,ENSMUSG00000023004
TUBA1C,ENSG00000167553,ENSMUSG00000043091
TUBA3C,ENSG00000198033,ENSMUSG00000067338
TUBA4A,ENSG00000127824,ENSMUSG00000026202
TUBA8,ENSG00000183785,ENSMUSG00000030137
TUBAL3,ENSG00000178462,ENSMUSG00000021216
TUBB,ENSG00000196230,ENSMUSG00000001525
TUBB1,ENSG00000101162,ENSMUSG00000016255
TUBB2A,ENSG00000137267,ENSMUSG00000058672
TUBB2B,ENSG00000137285,ENSMUSG00000045136
TUBB3,ENSG00000258947,ENSMUSG00000062380
TUBB4A,ENSG00000104833,ENSMUSG00000062591
TUBB4B,ENSG00000188229,ENSMUSG00000036752
TUBB6,ENSG00000176014,ENSMUSG00000001473
TUBD1,ENSG00000108423,ENSMUSG00000020513
TUBE1,ENSG00000074935,ENSMUSG00000019845
TUBG1,ENSG00000131462,ENSMUSG00000035198
TUBG2,ENSG00000037042,ENSMUSG00000045007
TUBGCP2,ENSG00000130640,ENSMUSG00000025474
TUBGCP3,ENSG00000126216,ENSMUSG00000000759
TUBGCP4,ENSG00000137822,ENSMUSG00000027263
TUBGCP5,ENSG00000275835,ENSMUSG00000033790
TUBGCP6,ENSG00000128159,ENSMUSG00000051786
TUFM,ENSG00000178952,ENSMUSG00000073838
TUFT1,ENSG00000143367,ENSMUSG00000005968
TULP1,ENSG00000112041,ENSMUSG00000037446
TULP2,ENSG00000104804,ENSMUSG00000023467
TULP3,ENSG00000078246,ENSMUSG00000001521
TULP4,ENSG00000130338,ENSMUSG00000034377
TUNAR,ENSG00000250366,ENSMUSG00000097929
TUSC1,ENSG00000198680,ENSMUSG00000054000
TUSC2,ENSG00000114383,ENSMUSG00000010054
TUSC3,ENSG00000104723,ENSMUSG00000118664
TUT1,ENSG00000149016,ENSMUSG00000071645
TUT4,ENSG00000134744,ENSMUSG00000034610
TUT7,ENSG00000083223,ENSMUSG00000035248
TVP23A,ENSG00000166676,ENSMUSG00000050908
TWF1,ENSG00000151239,ENSMUSG00000022451
TWF2,ENSG00000247596,ENSMUSG00000023277
TWIST1,ENSG00000122691,ENSMUSG00000035799
TWIST2,ENSG00000233608,ENSMUSG00000007805
TWNK,ENSG00000107815,ENSMUSG00000025209
TWSG1,ENSG00000128791,ENSMUSG00000024098
TXK,ENSG00000074966,ENSMUSG00000054892
TXLNA,ENSG00000084652,ENSMUSG00000053841
TXLNB,ENSG00000164440,ENSMUSG00000039891
TXLNG,ENSG00000086712,ENSMUSG00000038344
TXN,ENSG00000136810,ENSMUSG00000028367
TXN2,ENSG00000100348,ENSMUSG00000005354
TXNDC11,ENSG00000153066,ENSMUSG00000022498
TXNDC12,ENSG00000117862,ENSMUSG00000028567
TXNDC15,ENSG00000113621,ENSMUSG00000021497
TXNDC16,ENSG00000087301,ENSMUSG00000021830
TXNDC17,ENSG00000129235,ENSMUSG00000020803
TXNDC5,ENSG00000239264,ENSMUSG00000038991
TXNDC8,ENSG00000204193,ENSMUSG00000038709
TXNDC9,ENSG00000115514,ENSMUSG00000058407
TXNIP,ENSG00000265972,ENSMUSG00000038393
TXNL1,ENSG00000091164,ENSMUSG00000024583
TXNL4A,ENSG00000141759,ENSMUSG00000057130
TXNL4B,ENSG00000140830,ENSMUSG00000031723
TXNRD1,ENSG00000198431,ENSMUSG00000020250
TXNRD2,ENSG00000184470,ENSMUSG00000075704
TXNRD3,ENSG00000197763,ENSMUSG00000000811
TYK2,ENSG00000105397,ENSMUSG00000032175
TYMP,ENSG00000025708,ENSMUSG00000022615
TYMS,ENSG00000176890,ENSMUSG00000025747
TYR,ENSG00000077498,ENSMUSG00000004651
TYRO3,ENSG00000092445,ENSMUSG00000027298
TYROBP,ENSG00000011600,ENSMUSG00000030579
TYRP1,ENSG00000107165,ENSMUSG00000005994
TYSND1,ENSG00000156521,ENSMUSG00000020087
TYW2,ENSG00000183665,ENSMUSG00000037085
TYW3,ENSG00000162623,ENSMUSG00000047583
TYW5,ENSG00000162971,ENSMUSG00000048495
U2AF1,ENSG00000160201,ENSMUSG00000061613
U2AF1L4,ENSG00000161265,ENSMUSG00000078765
U2AF2,ENSG00000063244,ENSMUSG00000030435
U2SURP,ENSG00000163714,ENSMUSG00000032407
UACA,ENSG00000137831,ENSMUSG00000034485
UAP1,ENSG00000117143,ENSMUSG00000026670
UAP1L1,ENSG00000197355,ENSMUSG00000026956
UBA1,ENSG00000130985,ENSMUSG00000001924
UBA2,ENSG00000126261,ENSMUSG00000052997
UBA3,ENSG00000144744,ENSMUSG00000030061
UBA5,ENSG00000081307,ENSMUSG00000032557
UBA52,ENSG00000221983,ENSMUSG00000090137
UBA6,ENSG00000033178,ENSMUSG00000035898
UBA7,ENSG00000182179,ENSMUSG00000032596
UBAC1,ENSG00000130560,ENSMUSG00000036352
UBAC2,ENSG00000134882,ENSMUSG00000041765
UBALD1,ENSG00000153443,ENSMUSG00000039568
UBALD2,ENSG00000185262,ENSMUSG00000050628
UBAP1,ENSG00000165006,ENSMUSG00000028437
UBAP1L,ENSG00000246922,ENSMUSG00000086228
UBAP2,ENSG00000137073,ENSMUSG00000028433
UBAP2L,ENSG00000143569,ENSMUSG00000042520
UBASH3A,ENSG00000160185,ENSMUSG00000042345
UBASH3B,ENSG00000154127,ENSMUSG00000032020
UBB,ENSG00000170315,ENSMUSG00000019505
UBC,ENSG00000150991,ENSMUSG00000008348
UBD,ENSG00000213886,ENSMUSG00000035186
UBE2A,ENSG00000077721,ENSMUSG00000016308
UBE2B,ENSG00000119048,ENSMUSG00000020390
UBE2C,ENSG00000175063,ENSMUSG00000001403
UBE2D1,ENSG00000072401,ENSMUSG00000019927
UBE2D2,ENSG00000131508,ENSMUSG00000091896
UBE2D3,ENSG00000109332,ENSMUSG00000078578
UBE2E1,ENSG00000170142,ENSMUSG00000021774
UBE2E2,ENSG00000182247,ENSMUSG00000058317
UBE2E3,ENSG00000170035,ENSMUSG00000027011
UBE2F,ENSG00000184182,ENSMUSG00000034343
UBE2G1,ENSG00000132388,ENSMUSG00000020794
UBE2G2,ENSG00000184787,ENSMUSG00000009293
UBE2H,ENSG00000186591,ENSMUSG00000039159
UBE2I,ENSG00000103275,ENSMUSG00000015120
UBE2J1,ENSG00000198833,ENSMUSG00000028277
UBE2J2,ENSG00000160087,ENSMUSG00000023286
UBE2K,ENSG00000078140,ENSMUSG00000029203
UBE2L6,ENSG00000156587,ENSMUSG00000027078
UBE2M,ENSG00000130725,ENSMUSG00000005575
UBE2N,ENSG00000177889,ENSMUSG00000074781
UBE2O,ENSG00000175931,ENSMUSG00000020802
UBE2Q1,ENSG00000160714,ENSMUSG00000042572
UBE2Q2,ENSG00000140367,ENSMUSG00000032307
UBE2QL1,ENSG00000215218,ENSMUSG00000052981
UBE2R2,ENSG00000107341,ENSMUSG00000036241
UBE2T,ENSG00000077152,ENSMUSG00000026429
UBE2V1,ENSG00000244687,ENSMUSG00000078923
UBE2V2,ENSG00000169139,ENSMUSG00000022674
UBE2W,ENSG00000104343,ENSMUSG00000025939
UBE2Z,ENSG00000159202,ENSMUSG00000014349
UBE3A,ENSG00000114062,ENSMUSG00000025326
UBE3B,ENSG00000151148,ENSMUSG00000029577
UBE3C,ENSG00000009335,ENSMUSG00000039000
UBE3D,ENSG00000118420,ENSMUSG00000032415
UBE4A,ENSG00000110344,ENSMUSG00000059890
UBE4B,ENSG00000130939,ENSMUSG00000028960
UBFD1,ENSG00000103353,ENSMUSG00000030870
UBIAD1,ENSG00000120942,ENSMUSG00000047719
UBL3,ENSG00000122042,ENSMUSG00000001687
UBL4A,ENSG00000102178,ENSMUSG00000015290
UBL4B,ENSG00000186150,ENSMUSG00000055891
UBL5,ENSG00000198258,ENSMUSG00000084786
UBL7,ENSG00000138629,ENSMUSG00000055720
UBLCP1,ENSG00000164332,ENSMUSG00000041231
UBN1,ENSG00000118900,ENSMUSG00000039473
UBN2,ENSG00000157741,ENSMUSG00000038538
UBOX5,ENSG00000185019,ENSMUSG00000027300
UBP1,ENSG00000153560,ENSMUSG00000009741
UBQLN1,ENSG00000135018,ENSMUSG00000005312
UBQLN2,ENSG00000188021,ENSMUSG00000050148
UBQLN3,ENSG00000175520,ENSMUSG00000051618
UBQLN4,ENSG00000160803,ENSMUSG00000008604
UBR1,ENSG00000159459,ENSMUSG00000027272
UBR2,ENSG00000024048,ENSMUSG00000023977
UBR3,ENSG00000144357,ENSMUSG00000044308
UBR4,ENSG00000127481,ENSMUSG00000066036
UBR5,ENSG00000104517,ENSMUSG00000037487
UBR7,ENSG00000012963,ENSMUSG00000041712
UBTD1,ENSG00000165886,ENSMUSG00000025171
UBTD2,ENSG00000168246,ENSMUSG00000044949
UBTF,ENSG00000108312,ENSMUSG00000020923
UBTFL1,ENSG00000255009,ENSMUSG00000074502
UBXN1,ENSG00000162191,ENSMUSG00000071655
UBXN10,ENSG00000162543,ENSMUSG00000043621
UBXN11,ENSG00000158062,ENSMUSG00000012126
UBXN2A,ENSG00000173960,ENSMUSG00000020634
UBXN2B,ENSG00000215114,ENSMUSG00000028243
UBXN4,ENSG00000144224,ENSMUSG00000026353
UBXN6,ENSG00000167671,ENSMUSG00000019578
UBXN7,ENSG00000163960,ENSMUSG00000053774
UBXN8,ENSG00000104691,ENSMUSG00000052906
UCHL1,ENSG00000154277,ENSMUSG00000029223
UCHL5,ENSG00000116750,ENSMUSG00000018189
UCK1,ENSG00000130717,ENSMUSG00000002550
UCK2,ENSG00000143179,ENSMUSG00000026558
UCKL1,ENSG00000198276,ENSMUSG00000089917
UCMA,ENSG00000165623,ENSMUSG00000026668
UCN,ENSG00000163794,ENSMUSG00000038676
UCN2,ENSG00000145040,ENSMUSG00000049699
UCN3,ENSG00000178473,ENSMUSG00000044988
UCP1,ENSG00000109424,ENSMUSG00000031710
UCP2,ENSG00000175567,ENSMUSG00000033685
UCP3,ENSG00000175564,ENSMUSG00000032942
UEVLD,ENSG00000151116,ENSMUSG00000043262
UFC1,ENSG00000143222,ENSMUSG00000062963
UFD1,ENSG00000070010,ENSMUSG00000005262
UFL1,ENSG00000014123,ENSMUSG00000040359
UFM1,ENSG00000120686,ENSMUSG00000027746
UFSP1,ENSG00000176125,ENSMUSG00000051502
UFSP2,ENSG00000109775,ENSMUSG00000031634
UGCG,ENSG00000148154,ENSMUSG00000028381
UGDH,ENSG00000109814,ENSMUSG00000029201
UGGT1,ENSG00000136731,ENSMUSG00000037470
UGGT2,ENSG00000102595,ENSMUSG00000042104
UGP2,ENSG00000169764,ENSMUSG00000001891
UGT2A1,ENSG00000173610,ENSMUSG00000106677
UGT8,ENSG00000174607,ENSMUSG00000032854
UHMK1,ENSG00000152332,ENSMUSG00000026667
UHRF1,ENSG00000276043,ENSMUSG00000001228
UHRF2,ENSG00000147854,ENSMUSG00000024817
UIMC1,ENSG00000087206,ENSMUSG00000025878
ULK1,ENSG00000177169,ENSMUSG00000029512
ULK2,ENSG00000083290,ENSMUSG00000004798
ULK3,ENSG00000140474,ENSMUSG00000032308
ULK4,ENSG00000168038,ENSMUSG00000040936
UMAD1,ENSG00000219545,ENSMUSG00000089862
UMOD,ENSG00000169344,ENSMUSG00000030963
UMODL1,ENSG00000177398,ENSMUSG00000054134
UMPS,ENSG00000114491,ENSMUSG00000022814
UNC119,ENSG00000109103,ENSMUSG00000002058
UNC119B,ENSG00000175970,ENSMUSG00000046562
UNC13A,ENSG00000130477,ENSMUSG00000034799
UNC13B,ENSG00000198722,ENSMUSG00000028456
UNC13C,ENSG00000137766,ENSMUSG00000062151
UNC13D,ENSG00000092929,ENSMUSG00000057948
UNC45A,ENSG00000140553,ENSMUSG00000030533
UNC45B,ENSG00000141161,ENSMUSG00000018845
UNC50,ENSG00000115446,ENSMUSG00000026111
UNC5A,ENSG00000113763,ENSMUSG00000025876
UNC5B,ENSG00000107731,ENSMUSG00000020099
UNC5C,ENSG00000182168,ENSMUSG00000059921
UNC5CL,ENSG00000124602,ENSMUSG00000043592
UNC5D,ENSG00000156687,ENSMUSG00000063626
UNC79,ENSG00000133958,ENSMUSG00000021198
UNC80,ENSG00000144406,ENSMUSG00000055567
UNC93B1,ENSG00000110057,ENSMUSG00000036908
UNCX,ENSG00000164853,ENSMUSG00000029546
UNG,ENSG00000076248,ENSMUSG00000029591
UNK,ENSG00000132478,ENSMUSG00000020770
UNKL,ENSG00000059145,ENSMUSG00000015127
UPB1,ENSG00000100024,ENSMUSG00000033427
UPF1,ENSG00000005007,ENSMUSG00000058301
UPF2,ENSG00000151461,ENSMUSG00000043241
UPF3A,ENSG00000169062,ENSMUSG00000038398
UPF3B,ENSG00000125351,ENSMUSG00000036572
UPK1A,ENSG00000105668,ENSMUSG00000006313
UPK1B,ENSG00000114638,ENSMUSG00000049436
UPK2,ENSG00000110375,ENSMUSG00000041523
UPK3A,ENSG00000100373,ENSMUSG00000022435
UPK3B,ENSG00000243566,ENSMUSG00000042985
UPP1,ENSG00000183696,ENSMUSG00000020407
UPP2,ENSG00000007001,ENSMUSG00000026839
UPRT,ENSG00000094841,ENSMUSG00000073016
UQCC1,ENSG00000101019,ENSMUSG00000005882
UQCC2,ENSG00000137288,ENSMUSG00000024208
UQCC3,ENSG00000204922,ENSMUSG00000071654
UQCC4,ENSG00000174109,ENSMUSG00000067722
UQCC5,ENSG00000168273,ENSMUSG00000058351
UQCR10,ENSG00000184076,ENSMUSG00000059534
UQCR11,ENSG00000127540,ENSMUSG00000020163
UQCRC1,ENSG00000010256,ENSMUSG00000025651
UQCRC2,ENSG00000140740,ENSMUSG00000030884
UQCRQ,ENSG00000164405,ENSMUSG00000044894
URB1,ENSG00000142207,ENSMUSG00000039929
URB2,ENSG00000135763,ENSMUSG00000031976
URGCP,ENSG00000106608,ENSMUSG00000049680
URI1,ENSG00000105176,ENSMUSG00000030421
URM1,ENSG00000167118,ENSMUSG00000069020
UROC1,ENSG00000159650,ENSMUSG00000034456
UROD,ENSG00000126088,ENSMUSG00000028684
UROS,ENSG00000188690,ENSMUSG00000030979
USB1,ENSG00000103005,ENSMUSG00000031792
USE1,ENSG00000053501,ENSMUSG00000002395
USF1,ENSG00000158773,ENSMUSG00000026641
USF2,ENSG00000105698,ENSMUSG00000058239
USF3,ENSG00000176542,ENSMUSG00000068284
USH1C,ENSG00000006611,ENSMUSG00000030838
USH1G,ENSG00000182040,ENSMUSG00000045288
USH2A,ENSG00000042781,ENSMUSG00000026609
USHBP1,ENSG00000130307,ENSMUSG00000034911
USO1,ENSG00000138768,ENSMUSG00000029407
USP1,ENSG00000162607,ENSMUSG00000028560
USP10,ENSG00000103194,ENSMUSG00000031826
USP11,ENSG00000102226,ENSMUSG00000031066
USP12,ENSG00000152484,ENSMUSG00000029640
USP13,ENSG00000058056,ENSMUSG00000056900
USP14,ENSG00000101557,ENSMUSG00000047879
USP15,ENSG00000135655,ENSMUSG00000020124
USP16,ENSG00000156256,ENSMUSG00000025616
USP18,ENSG00000184979,ENSMUSG00000030107
USP19,ENSG00000172046,ENSMUSG00000006676
USP2,ENSG00000036672,ENSMUSG00000032010
USP20,ENSG00000136878,ENSMUSG00000026854
USP21,ENSG00000143258,ENSMUSG00000053483
USP22,ENSG00000124422,ENSMUSG00000042506
USP24,ENSG00000162402,ENSMUSG00000028514
USP25,ENSG00000155313,ENSMUSG00000022867
USP27X,ENSG00000273820,ENSMUSG00000046269
USP28,ENSG00000048028,ENSMUSG00000032267
USP3,ENSG00000140455,ENSMUSG00000032376
USP30,ENSG00000135093,ENSMUSG00000029592
USP31,ENSG00000103404,ENSMUSG00000063317
USP33,ENSG00000077254,ENSMUSG00000025437
USP34,ENSG00000115464,ENSMUSG00000056342
USP35,ENSG00000118369,ENSMUSG00000035713
USP36,ENSG00000055483,ENSMUSG00000033909
USP37,ENSG00000135913,ENSMUSG00000033364
USP38,ENSG00000170185,ENSMUSG00000038250
USP39,ENSG00000168883,ENSMUSG00000056305
USP4,ENSG00000114316,ENSMUSG00000032612
USP40,ENSG00000085982,ENSMUSG00000005501
USP42,ENSG00000106346,ENSMUSG00000051306
USP43,ENSG00000154914,ENSMUSG00000020905
USP44,ENSG00000136014,ENSMUSG00000020020
USP45,ENSG00000123552,ENSMUSG00000040455
USP46,ENSG00000109189,ENSMUSG00000054814
USP47,ENSG00000170242,ENSMUSG00000059263
USP48,ENSG00000090686,ENSMUSG00000043411
USP49,ENSG00000164663,ENSMUSG00000090115
USP5,ENSG00000111667,ENSMUSG00000038429
USP50,ENSG00000170236,ENSMUSG00000027364
USP51,ENSG00000247746,ENSMUSG00000067215
USP53,ENSG00000145390,ENSMUSG00000039701
USP54,ENSG00000166348,ENSMUSG00000034235
USP6NL,ENSG00000148429,ENSMUSG00000039046
USP7,ENSG00000187555,ENSMUSG00000022710
USP8,ENSG00000138592,ENSMUSG00000027363
USP9X,ENSG00000124486,ENSMUSG00000031010
USP9Y,ENSG00000114374,ENSMUSG00000069044
USPL1,ENSG00000132952,ENSMUSG00000041264
UST,ENSG00000111962,ENSMUSG00000047712
UTP11,ENSG00000183520,ENSMUSG00000028907
UTP15,ENSG00000164338,ENSMUSG00000041747
UTP18,ENSG00000011260,ENSMUSG00000054079
UTP20,ENSG00000120800,ENSMUSG00000004356
UTP23,ENSG00000147679,ENSMUSG00000022313
UTP25,ENSG00000117597,ENSMUSG00000016181
UTP3,ENSG00000132467,ENSMUSG00000070697
UTP4,ENSG00000141076,ENSMUSG00000041438
UTP6,ENSG00000108651,ENSMUSG00000035575
UTRN,ENSG00000152818,ENSMUSG00000019820
UVRAG,ENSG00000198382,ENSMUSG00000035354
UVSSA,ENSG00000163945,ENSMUSG00000037355
UXS1,ENSG00000115652,ENSMUSG00000057363
UXT,ENSG00000126756,ENSMUSG00000001134
VAC14,ENSG00000103043,ENSMUSG00000010936
VAMP1,ENSG00000139190,ENSMUSG00000030337
VAMP2,ENSG00000220205,ENSMUSG00000020894
VAMP3,ENSG00000049245,ENSMUSG00000028955
VAMP4,ENSG00000117533,ENSMUSG00000026696
VAMP5,ENSG00000168899,ENSMUSG00000073002
VAMP8,ENSG00000118640,ENSMUSG00000050732
VANGL1,ENSG00000173218,ENSMUSG00000027860
VANGL2,ENSG00000162738,ENSMUSG00000026556
VAPA,ENSG00000101558,ENSMUSG00000024091
VAPB,ENSG00000124164,ENSMUSG00000054455
VARS1,ENSG00000204394,ENSMUSG00000007029
VARS2,ENSG00000137411,ENSMUSG00000038838
VASH1,ENSG00000071246,ENSMUSG00000021256
VASH2,ENSG00000143494,ENSMUSG00000037568
VASN,ENSG00000168140,ENSMUSG00000039646
VASP,ENSG00000125753,ENSMUSG00000030403
VAT1,ENSG00000108828,ENSMUSG00000034993
VAT1L,ENSG00000171724,ENSMUSG00000046844
VAV1,ENSG00000141968,ENSMUSG00000034116
VAV2,ENSG00000160293,ENSMUSG00000009621
VAV3,ENSG00000134215,ENSMUSG00000033721
VAX1,ENSG00000148704,ENSMUSG00000006270
VAX2,ENSG00000116035,ENSMUSG00000034777
VBP1,ENSG00000155959,ENSMUSG00000031197
VCAM1,ENSG00000162692,ENSMUSG00000027962
VCAN,ENSG00000038427,ENSMUSG00000021614
VCL,ENSG00000035403,ENSMUSG00000021823
VCP,ENSG00000165280,ENSMUSG00000028452
VCPIP1,ENSG00000175073,ENSMUSG00000045210
VCPKMT,ENSG00000100483,ENSMUSG00000049882
